ID_REF	VALUE
syc0001-h_at	168.5973755
syc0002-h_at	307.732188
syc0003-m_at	273.0473848
syc0004-m_at	188.0132541
syc0005-m_at	74.31754105
syc0006-h_at	478.810948
syc0007-m_at	160.2320539
syc0008-m_at	166.8268074
syc0009-m_at	207.0655579
syc0010-h_at	2662.653239
syc0011-m_at	158.1937663
syc0012-h_at	1840.465781
syc0013-m_at	2910.747457
syc0014-m_at	317.8992003
syc0015-h_at	1182.348235
syc0016-m_at	164.383275
syc0017-m_at	291.4465771
syc0018-m_at	51.20284782
syc0019-h_at	1609.69491
syc0020-h_at	965.1147585
syc0021-h_at	65.49078655
syc0022-m_at	92.30019113
syc0023-m_at	449.3122095
syc0024-m_at	118.5089821
syc0025-h_at	181.0978637
syc0026-h_at	206.1416467
syc0027-h_at	417.0791999
syc0028-m_at	10.64055488
syc0029-m_at	78.42797809
syc0030-m_at	136.4799476
syc0031-m_at	50.25016877
syc0032-m_at	57.53513999
syc0033-m_at	54.11198974
syc0034-h_at	346.5688738
syc0035-h_at	555.6853817
syc0036-m_at	45.36167032
syc0037-h_at	174.5236586
syc0038-m_at	141.7393832
syc0039-h_at	98.76864855
syc0040-m_at	118.8810116
syc0041-h_at	223.6798431
syc0042-h_at	200.3614096
syc0043-m_at	153.4568913
syc0044-h_at	2543.927655
syc0045-h_at	218.0141936
syc0046-h_at	263.0993769
syc0047-h_at	654.7764408
syc0048-h_at	1004.48158
syc0049-m_at	192.6850775
syc0050-m_at	2636.66629
syc0051-m_at	1708.418908
syc0052-m_at	636.9134251
syc0053-m_at	699.9268956
syc0054-m_at	1462.860251
syc0055-m_at	697.9795571
syc0056-m_at	924.10232
syc0057-m_at	216.9176499
syc0058-h_at	23.82942371
syc0059-m_at	77.81631185
syc0060-m_at	1101.813305
syc0061-m_at	365.3221986
syc0062-h_at	62.84230107
syc0063-m_at	120.7529549
syc0064-h_at	100.4787948
syc0065-m_at	339.4998902
syc0066-m_at	633.1694837
syc0067-h_at	83.4141412
syc0068-h_at	80.06999062
syc0069-h_at	108.4765831
syc0070-m_at	2557.282592
syc0071-m_at	4699.061532
syc0072-m_at	1392.646047
syc0073-m_at	2777.156719
syc0074-m_at	3614.572231
syc0075-m_at	1212.154037
syc0076-m_at	958.9804986
syc0077-m_at	383.3226919
syc0078-m_at	216.025823
syc0079-h_at	1092.012331
syc0080-m_at	357.6161705
syc0081-m_at	147.4478468
syc0082-h_at	228.117825
syc0083-h_at	66.12842714
syc0084-h_at	855.4528666
syc0085-h_at	342.9925468
syc0086-h_at	154.0781995
syc0087-m_at	575.7859935
syc0088-m_at	116.1512857
syc0089-m_at	6167.572067
syc0090-m_at	3137.404116
syc0091-m_at	734.0179863
syc0092-m_at	804.2464954
syc0093-h_at	3848.440121
syc0094-h_at	11601.2206
syc0095-m_at	43.62493572
syc0096-m_at	38.06831917
syc0097-m_at	660.0624806
syc0098-m_at	307.1510222
syc0099-m_at	308.7435263
syc0100-h_at	172.5428617
syc0101-h_at	759.7141451
syc0102-h_at	739.1653363
syc0103-h_at	2299.35715
syc0104-h_at	1916.074751
syc0105-m_at	179.8348424
syc0106-h_at	1282.356364
syc0107-h_at	259.5594469
syc0108-m_at	599.5506067
syc0109-h_at	566.8766644
syc0110-h_at	1126.026602
syc0111-m_at	1746.729351
syc0112-m_at	344.8460675
syc0113-h_at	7344.552073
syc0114-h_at	125.0641795
syc0115-m_at	76.43446443
syc0116-m_at	530.5781171
syc0117-m_at	1278.730733
syc0118-m_at	999.7821684
syc0119-m_at	89.81263514
syc0120-m_at	322.1919475
syc0121-m_at	162.3804094
syc0122-m_at	6412.477545
syc0123-h_at	549.9579246
syc0124-m_at	410.7825226
syc0125-h_at	3114.959604
syc0126-m_at	609.012179
syc0127-m_at	912.2612008
syc0128-h_at	257.8240498
syc0129-h_at	8564.74324
syc0130-h_at	9946.45349
syc0131-h_at	807.5941015
syc0132-h_at	1929.466533
syc0133-h_at	3743.325238
syc0134-h_at	5978.649431
syc0135-h_at	8741.707839
syc0136-h_at	345.63491
syc0137-h_at	746.8836126
syc0138-h_at	332.6208007
syc0139-h_at	807.9051924
syc0140-m_at	3218.129925
syc0141-m_at	368.5187976
syc0143-h_at	156.4090124
syc0144-m_at	867.617074
syc0145-m_at	191.2594395
syc0146-m_at	2345.46746
syc0147-h_at	166.377978
syc0148-h_at	65.6583676
syc0149-h_at	210.1574544
syc0150-m_at	342.1100355
syc0151-h_at	119.5113348
syc0152-m_at	306.7117977
syc0153-m_at	139.6708055
syc0154-h_at	234.7343223
syc0155-m_at	635.9919675
syc0156-m_at	346.2653346
syc0157-m_at	426.4595517
syc0158-m_at	137.7798264
syc0159-h_at	1618.228375
syc0160-m_at	172.4982024
syc0161-h_at	168.1505152
syc0162-h_at	257.0161188
syc0163-h_at	40.05060836
syc0164-m_at	33.37677544
syc0165-h_at	9.56497968
syc0166-m_at	1107.812965
syc0167-m_s_at	7456.027432
syc0168-h_at	124.3277429
syc0169-h_at	365.7190438
syc0170-m_at	256.7037344
syc0171-m_at	599.6027123
syc0172-h_at	141.6360538
syc0173-m_at	3392.528251
syc0174-h_at	149.8732981
syc0175-h_at	213.9059277
syc0176-h_at	225.5814319
syc0177-h_at	180.2768642
syc0178-h_at	587.192591
syc0179-m_at	185.6282842
syc0180-h_at	426.1684706
syc0181-m_at	434.7591663
syc0182-m_at	248.8296758
syc0183-m_at	172.5735268
syc0184-m_at	1160.690699
syc0185-h_at	214.1952813
syc0186-m_at	66.58950897
syc0187-h_at	335.3904443
syc0188-h_at	273.4137077
syc0189-h_at	185.0782409
syc0190-m_at	296.8906549
syc0191-m_at	147.6961964
syc0192-h_at	933.4173957
syc0193-h_at	540.1277709
syc0194-h_at	428.0423517
syc0195-h_at	427.2215981
syc0196-m_at	601.7629013
syc0197-m_at	318.8914241
syc0198-m_at	76.70720664
syc0199-m_at	135.3572506
syc0200-m_at	462.1939663
syc0201-m_at	196.9266627
syc0202-h_at	40.79982855
syc0203-h_at	288.1767375
syc0204-h_at	1382.682338
syc0205-m_at	368.3181793
syc0206-m_at	203.6707676
syc0207-m_at	132.4757983
syc0208-h_at	1177.728744
syc0209-h_at	2261.623192
syc0210-h_at	2677.298164
syc0211-h_at	2343.124701
syc0212-h_at	459.9931833
syc0213-h_at	236.9991724
syc0214-m_at	1391.134026
syc0215-m_at	1725.278834
syc0216-m_at	1295.058785
syc0217-h_at	121.4024814
syc0218-h_at	14.25799175
syc0219-h_at	111.8530135
syc0220-h_at	67.71772058
syc0221-h_at	103.401738
syc0222-h_at	234.6958082
syc0223-h_at	549.1747817
syc0224-h_at	1037.245926
syc0225-h_at	949.9793535
syc0226-h_at	2126.85168
syc0227-h_at	132.809056
syc0228-h_at	275.4032507
syc0229-h_at	215.3423514
syc0230-m_at	194.3577924
syc0231-h_at	129.1810664
syc0232-h_at	8941.437395
syc0233-m_at	473.0046765
syc0234-m_at	78.60274548
syc0235-h_at	185.673636
syc0236-h_at	106.8291724
syc0237-h_at	199.5343687
syc0238-m_at	140.8531727
syc0239-m_at	276.3078455
syc0240-m_at	1559.698503
syc0241-h_at	887.1537564
syc0242-m_at	139.9278902
syc0243-m_at	331.6948923
syc0244-h_at	521.713714
syc0245-h_at	123.1442711
syc0246-h_at	488.5469271
syc0247-h_at	404.1989126
syc0248-m_at	1300.597976
syc0249-m_at	303.5706994
syc0250-m_at	1518.220266
syc0251-m_at	811.2146857
syc0252-h_at	366.4643387
syc0253-h_at	101.0759791
syc0254-h_at	111.4658832
syc0255-m_at	251.2378654
syc0256-h_at	317.2584683
syc0257-h_at	790.7751404
syc0258-h_at	90.86727248
syc0259-m_at	146.3725634
syc0260-h_at	432.9431925
syc0261-m_at	1292.885171
syc0262-m_at	124.7737901
syc0263-h_at	164.4763876
syc0264-m_at	1101.570486
syc0265-h_at	487.5576369
syc0266-h_at	54.78429303
syc0267-h_at	1154.715876
syc0268-h_at	155.3819428
syc0269-m_at	113.6585602
syc0270-m_at	337.4095446
syc0271-m_at	230.4624948
syc0272-m_at	84.35835072
syc0274-m_at	910.6715067
syc0275-m_at	213.4428674
syc0276-m_at	7950.005393
syc0277-m_at	3121.228076
syc0278-m_at	471.7733268
syc0279-m_at	895.6945533
syc0280-m_at	1492.052962
syc0281-h_at	129.4425534
syc0282-m_at	103.1791229
syc0283-m_at	325.0445753
syc0284-h_at	215.8825519
syc0285-m_at	387.0988088
syc0286-m_at	1017.136034
syc0287-m_at	555.7261215
syc0288-m_at	279.0353185
syc0289-h_at	156.8239267
syc0290-m_at	96.93478496
syc0291-m_at	193.3446426
syc0292-m_at	818.9378087
syc0293-h_at	340.6069809
syc0294-h_at	633.5152115
syc0295-h_at	178.5529289
syc0296-h_at	259.392501
syc0297-h_at	779.3237975
syc0298-m_at	183.8771643
syc0299-h_at	2943.162987
syc0300-h_at	140.7251742
syc0301-h_at	209.0331089
syc0302-m_at	11991.59996
syc0303-m_at	5957.746321
syc0304-h_at	245.0499582
syc0305-h_at	401.9310172
syc0306-h_at	417.695193
syc0307-h_at	59.06374789
syc0308-h_at	293.721422
syc0309-m_at	149.5563378
syc0310-h_at	123.3678882
syc0311-h_at	266.3376954
syc0312-m_at	1603.628037
syc0313-m_at	4360.595501
syc0314-m_at	1881.169192
syc0315-m_at	2178.8534
syc0316-m_at	2082.254999
syc0317-m_at	227.7458498
syc0318-h_at	119.6048303
syc0319-m_at	49.8923971
syc0320-m_at	7132.188464
syc0321-m_at	3758.908566
syc0322-m_at	352.0347798
syc0323-m_at	315.9699753
syc0324-h_at	148.085673
syc0325-m_at	159.6774714
syc0326-h_at	319.8452225
syc0327-m_at	1619.416507
syc0328-m_at	458.1443497
syc0329-m_at	374.6065169
syc0330-h_at	155.6498367
syc0331-m_at	1067.634425
syc0332-h_at	4036.020119
syc0333-h_at	4674.238219
syc0334-m_at	524.8219716
syc0335-m_at	470.4410146
syc0336-m_at	509.6062596
syc0337-h_at	92.21014798
syc0338-h_at	468.4976604
syc0339-h_at	197.6808205
