ID_REF	VALUE
syc0001-h_at	149.915727
syc0002-h_at	316.7463146
syc0003-m_at	247.3969628
syc0004-m_at	145.5906625
syc0005-m_at	81.79520637
syc0006-h_at	396.0939313
syc0007-m_at	156.230136
syc0008-m_at	164.5791531
syc0009-m_at	170.5526176
syc0010-h_at	2366.271814
syc0011-m_at	145.5986788
syc0012-h_at	2063.060976
syc0013-m_at	2915.580074
syc0014-m_at	314.3325611
syc0015-h_at	1222.217529
syc0016-m_at	159.9426523
syc0017-m_at	341.609101
syc0018-m_at	55.31552789
syc0019-h_at	1625.472315
syc0020-h_at	1113.559079
syc0021-h_at	54.02981703
syc0022-m_at	60.75966729
syc0023-m_at	485.5700126
syc0024-m_at	104.0809678
syc0025-h_at	221.3533083
syc0026-h_at	337.6833992
syc0027-h_at	479.6382418
syc0028-m_at	17.52002219
syc0029-m_at	60.25930852
syc0030-m_at	164.8154524
syc0031-m_at	73.88245049
syc0032-m_at	45.60048552
syc0033-m_at	47.31061809
syc0034-h_at	309.8886043
syc0035-h_at	602.1433276
syc0036-m_at	50.08679365
syc0037-h_at	165.5696145
syc0038-m_at	153.6408706
syc0039-h_at	120.2081646
syc0040-m_at	132.6886713
syc0041-h_at	193.7313454
syc0042-h_at	225.4370841
syc0043-m_at	173.7389097
syc0044-h_at	2797.363635
syc0045-h_at	242.7073131
syc0046-h_at	275.3659596
syc0047-h_at	563.0268895
syc0048-h_at	1083.020992
syc0049-m_at	185.2626945
syc0050-m_at	2511.501318
syc0051-m_at	1686.896844
syc0052-m_at	628.7872134
syc0053-m_at	671.4463785
syc0054-m_at	1428.324947
syc0055-m_at	751.0420821
syc0056-m_at	884.3331854
syc0057-m_at	256.7316822
syc0058-h_at	81.06170173
syc0059-m_at	93.72260578
syc0060-m_at	1224.931599
syc0061-m_at	375.2960313
syc0062-h_at	90.61188533
syc0063-m_at	149.8164496
syc0064-h_at	85.03315116
syc0065-m_at	406.2388348
syc0066-m_at	669.6206581
syc0067-h_at	86.65047467
syc0068-h_at	95.30315763
syc0069-h_at	75.44358702
syc0070-m_at	2529.013988
syc0071-m_at	4629.979197
syc0072-m_at	1331.184587
syc0073-m_at	2843.192529
syc0074-m_at	3521.849333
syc0075-m_at	1146.502788
syc0076-m_at	1007.776822
syc0077-m_at	419.0681385
syc0078-m_at	203.5066548
syc0079-h_at	1152.115776
syc0080-m_at	342.6298615
syc0081-m_at	145.4981559
syc0082-h_at	227.9803614
syc0083-h_at	59.24054479
syc0084-h_at	833.991936
syc0085-h_at	382.8851006
syc0086-h_at	170.8269336
syc0087-m_at	517.5746084
syc0088-m_at	105.1499009
syc0089-m_at	6213.266834
syc0090-m_at	3213.375835
syc0091-m_at	720.9536686
syc0092-m_at	821.3420725
syc0093-h_at	3728.367059
syc0094-h_at	11484.16301
syc0095-m_at	26.18325237
syc0096-m_at	46.30867068
syc0097-m_at	776.6602027
syc0098-m_at	308.019222
syc0099-m_at	353.0521876
syc0100-h_at	181.7770856
syc0101-h_at	661.3748783
syc0102-h_at	651.1634986
syc0103-h_at	2132.054492
syc0104-h_at	1837.249298
syc0105-m_at	233.7415373
syc0106-h_at	1367.284659
syc0107-h_at	280.7979431
syc0108-m_at	603.9635747
syc0109-h_at	581.3403291
syc0110-h_at	1152.381617
syc0111-m_at	1738.294593
syc0112-m_at	327.1857475
syc0113-h_at	7149.856515
syc0114-h_at	113.176899
syc0115-m_at	100.6576608
syc0116-m_at	502.3515119
syc0117-m_at	1324.995837
syc0118-m_at	1159.364862
syc0119-m_at	96.80813545
syc0120-m_at	309.9067295
syc0121-m_at	139.4777923
syc0122-m_at	5995.737584
syc0123-h_at	549.1728232
syc0124-m_at	469.8643777
syc0125-h_at	3333.567888
syc0126-m_at	512.8428405
syc0127-m_at	874.1183441
syc0128-h_at	225.1616032
syc0129-h_at	8536.232615
syc0130-h_at	8916.514271
syc0131-h_at	884.6898575
syc0132-h_at	1750.285876
syc0133-h_at	3583.951982
syc0134-h_at	5335.785221
syc0135-h_at	8341.668839
syc0136-h_at	396.9394413
syc0137-h_at	753.6935448
syc0138-h_at	329.7207032
syc0139-h_at	749.1463953
syc0140-m_at	3015.817517
syc0141-m_at	380.5319996
syc0143-h_at	151.7206454
syc0144-m_at	970.5620081
syc0145-m_at	189.6970275
syc0146-m_at	2338.939185
