ID_REF	VALUE
syc0001-h_at	115.1148833
syc0002-h_at	292.9783257
syc0003-m_at	300.7265058
syc0004-m_at	180.3920896
syc0005-m_at	109.2047523
syc0006-h_at	312.579365
syc0007-m_at	147.8231494
syc0008-m_at	198.0112481
syc0009-m_at	263.1423056
syc0010-h_at	2217.69874
syc0011-m_at	125.2983232
syc0012-h_at	1768.830815
syc0013-m_at	2184.632969
syc0014-m_at	570.422312
syc0015-h_at	5734.467151
syc0016-m_at	165.1593649
syc0017-m_at	509.8595747
syc0018-m_at	74.53052694
syc0019-h_at	1524.202643
syc0020-h_at	874.1801722
syc0021-h_at	67.4780291
syc0022-m_at	64.03258771
syc0023-m_at	321.8274891
syc0024-m_at	111.4765052
syc0025-h_at	153.0612588
syc0026-h_at	246.2604315
syc0027-h_at	340.6812538
syc0028-m_at	28.93960227
syc0029-m_at	223.1442522
syc0030-m_at	280.6660468
syc0031-m_at	128.6379456
syc0032-m_at	59.22613714
syc0033-m_at	55.90876809
syc0034-h_at	261.8772409
syc0035-h_at	551.7888837
syc0036-m_at	54.61440136
syc0037-h_at	138.2709401
syc0038-m_at	167.6383439
syc0039-h_at	147.4839728
syc0040-m_at	153.2948987
syc0041-h_at	220.6101424
syc0042-h_at	179.1354579
syc0043-m_at	104.997193
syc0044-h_at	3751.903533
syc0045-h_at	207.4446928
syc0046-h_at	233.2146611
syc0047-h_at	509.9706643
syc0048-h_at	991.969883
syc0049-m_at	124.1368114
syc0050-m_at	2345.27597
syc0051-m_at	1572.127389
syc0052-m_at	603.1655665
syc0053-m_at	586.6233955
syc0054-m_at	1125.377234
syc0055-m_at	645.0813687
syc0056-m_at	1022.151551
syc0057-m_at	228.6297746
syc0058-h_at	134.716431
syc0059-m_at	81.55370442
syc0060-m_at	1056.698288
syc0061-m_at	429.6074513
syc0062-h_at	69.30779821
syc0063-m_at	1567.038995
syc0064-h_at	80.82806021
syc0065-m_at	399.4065331
syc0066-m_at	669.2088974
syc0067-h_at	1076.79624
syc0068-h_at	1328.016764
syc0069-h_at	1283.761054
syc0070-m_at	3568.480316
syc0071-m_at	5246.508734
syc0072-m_at	1128.207091
syc0073-m_at	2136.856206
syc0074-m_at	2994.468871
syc0075-m_at	931.6907532
syc0076-m_at	938.6187169
syc0077-m_at	432.2094203
syc0078-m_at	193.7273624
syc0079-h_at	1963.811931
syc0080-m_at	367.1188907
syc0081-m_at	139.5124936
