ID_REF	VALUE
syc0001-h_at	98.31092326
syc0002-h_at	237.6313532
syc0003-m_at	292.4952759
syc0004-m_at	183.3379952
syc0005-m_at	94.85180754
syc0006-h_at	219.1958346
syc0007-m_at	162.9940146
syc0008-m_at	197.8930639
syc0009-m_at	302.0268664
syc0010-h_at	1664.428049
syc0011-m_at	135.6083223
syc0012-h_at	1597.168886
syc0013-m_at	2415.027983
syc0014-m_at	1168.495798
syc0015-h_at	5341.751217
syc0016-m_at	189.9884789
syc0017-m_at	438.9820014
syc0018-m_at	58.92843815
syc0019-h_at	1435.089128
syc0020-h_at	962.4165403
syc0021-h_at	73.40346534
syc0022-m_at	63.88727358
syc0023-m_at	239.3918645
syc0024-m_at	136.3599999
syc0025-h_at	172.5558804
syc0026-h_at	354.6612914
syc0027-h_at	449.1845541
syc0028-m_at	30.93986028
syc0029-m_at	584.6158992
syc0030-m_at	729.5431856
syc0031-m_at	302.5747208
syc0032-m_at	110.9108776
syc0033-m_at	99.4401308
syc0034-h_at	192.1017048
syc0035-h_at	513.1070244
syc0036-m_at	73.12322494
syc0037-h_at	156.8874767
syc0038-m_at	110.7637439
syc0039-h_at	119.0714388
syc0040-m_at	136.5154248
syc0041-h_at	196.4762241
syc0042-h_at	193.7820355
syc0043-m_at	168.1950542
syc0044-h_at	3310.697836
syc0045-h_at	137.330682
syc0046-h_at	193.6672878
syc0047-h_at	450.8017934
syc0048-h_at	900.4642315
syc0049-m_at	141.6381627
syc0050-m_at	2429.28076
syc0051-m_at	1376.133702
syc0052-m_at	636.5035159
syc0053-m_at	601.1558624
syc0054-m_at	1183.2315
syc0055-m_at	653.5792927
syc0056-m_at	820.0387749
syc0057-m_at	223.0193201
syc0058-h_at	147.1272609
syc0059-m_at	74.73896273
syc0060-m_at	624.9231577
syc0061-m_at	255.378483
syc0062-h_at	87.72669174
syc0063-m_at	365.9540466
syc0064-h_at	64.77219968
syc0065-m_at	253.6871995
syc0066-m_at	688.7789182
syc0067-h_at	2603.280388
syc0068-h_at	2840.625639
syc0069-h_at	2825.88577
syc0070-m_at	2798.412777
syc0071-m_at	4625.249051
syc0072-m_at	1078.88618
syc0073-m_at	1762.922059
syc0074-m_at	2957.290823
syc0075-m_at	825.4252811
syc0076-m_at	779.3510858
syc0077-m_at	335.2643432
