ID_REF	VALUE
syc0001-h_at	9.852433405
syc0002-h_at	9.816163458
syc0003-m_at	17.79499076
syc0004-m_at	17.82086533
syc0005-m_at	8.887177671
syc0006-h_at	12.02583695
syc0007-m_at	7.29009992
syc0008-m_at	9.657561488
syc0009-m_at	8.485687385
syc0010-h_at	20.46188527
syc0011-m_at	11.53312491
syc0012-h_at	1.293021358
syc0013-m_at	24.68258946
syc0014-m_at	9.52675023
syc0015-h_at	18.76067368
syc0016-m_at	7.701622696
syc0017-m_at	5.82831503
syc0018-m_at	0.621500943
syc0019-h_at	58.95208201
syc0020-h_at	25.01126231
syc0021-h_at	2.998804359
syc0022-m_at	5.114375882
syc0023-m_at	10.28520295
syc0024-m_at	0.898968336
syc0025-h_at	2.344810559
syc0026-h_at	2.76663465
syc0027-h_at	10.98716805
syc0028-m_at	1.79322559
syc0029-m_at	12.36760487
syc0030-m_at	16.08487595
syc0031-m_at	15.41901883
syc0032-m_at	15.4235149
syc0033-m_at	14.84316539
syc0034-h_at	8.860495707
syc0035-h_at	10.35009704
syc0036-m_at	9.176602448
syc0037-h_at	9.248528881
syc0038-m_at	14.35097836
syc0039-h_at	4.92622274
syc0040-m_at	5.995236337
syc0041-h_at	12.17556235
syc0042-h_at	14.20069219
syc0043-m_at	5.804188063
syc0044-h_at	17.19704647
syc0045-h_at	5.527004334
syc0046-h_at	5.649031404
syc0047-h_at	7.055787473
syc0048-h_at	5.514421966
syc0049-m_at	10.03381798
syc0050-m_at	0.947331951
syc0051-m_at	7.229918372
syc0052-m_at	10.22360989
syc0053-m_at	11.46122823
syc0054-m_at	7.164990578
syc0055-m_at	9.88204375
syc0056-m_at	14.91034422
syc0057-m_at	15.09103713
syc0058-h_at	1.294172118
syc0059-m_at	7.052401902
syc0060-m_at	11.9774399
syc0061-m_at	8.904042075
syc0062-h_at	6.064254635
syc0063-m_at	12.98633964
syc0064-h_at	3.953358982
syc0065-m_at	5.172721875
syc0066-m_at	4.272371933
syc0067-h_at	3.721548473
syc0068-h_at	3.584732644
syc0069-h_at	10.6349137
syc0070-m_at	27.59929433
syc0071-m_at	52.19600759
syc0072-m_at	12.22943952
syc0073-m_at	9.430375375
syc0074-m_at	12.00796939
syc0075-m_at	14.49236731
syc0076-m_at	5.029532184
syc0077-m_at	8.81037046
syc0078-m_at	7.607547783
syc0079-h_at	11.29561778
syc0080-m_at	4.790169856
syc0081-m_at	1.367826056
syc0082-h_at	9.068154977
syc0083-h_at	5.291732323
syc0084-h_at	20.34757501
syc0085-h_at	5.002812863
syc0086-h_at	1.737447281
syc0087-m_at	6.880855874
syc0088-m_at	5.941856377
syc0089-m_at	8.033493087
syc0090-m_at	1.047979294
syc0091-m_at	7.277311817
syc0092-m_at	6.836833002
syc0093-h_at	18.89503494
syc0094-h_at	34.16833934
syc0095-m_at	10.49245109
syc0096-m_at	1.912562212
syc0097-m_at	5.190794652
syc0098-m_at	12.42064065
syc0099-m_at	7.807108897
syc0100-h_at	8.280162235
syc0101-h_at	10.02027391
syc0102-h_at	8.663033607
syc0103-h_at	20.34972506
syc0104-h_at	1.147444417
syc0105-m_at	1.185799773
syc0106-h_at	14.33999964
syc0107-h_at	2.08245689
syc0108-m_at	6.51992479
syc0109-h_at	8.474791389
syc0110-h_at	1.183202918
syc0111-m_at	6.410678063
syc0112-m_at	8.457522827
syc0113-h_at	66.13965343
syc0114-h_at	3.021491755
syc0115-m_at	4.964822558
syc0116-m_at	13.72171955
syc0117-m_at	0.900200784
syc0118-m_at	9.612838599
syc0119-m_at	0.661211934
syc0120-m_at	7.764684511
syc0121-m_at	5.306619698
syc0122-m_at	19.8449514
syc0123-h_at	5.861539975
syc0124-m_at	10.11468828
syc0125-h_at	47.81758182
syc0126-m_at	12.00846519
syc0127-m_at	22.32025557
syc0128-h_at	4.846279007
syc0129-h_at	89.93292832
syc0130-h_at	23.7560809
syc0131-h_at	9.90876321
syc0132-h_at	22.92415016
syc0133-h_at	15.73442149
syc0134-h_at	11.45825327
syc0135-h_at	40.11609754
syc0136-h_at	20.00135926
syc0137-h_at	46.94363564
syc0138-h_at	5.2000976
syc0139-h_at	15.32128245
syc0140-m_at	8.513791082
syc0141-m_at	7.414459958
syc0143-h_at	2.090740723
syc0144-m_at	11.17354188
syc0145-m_at	8.187668161
syc0146-m_at	6.908578877
syc0147-h_at	6.570076417
syc0148-h_at	6.063863167
syc0149-h_at	2.276885252
syc0150-m_at	11.34584679
syc0151-h_at	7.40487087
syc0152-m_at	14.11723259
syc0153-m_at	17.01956427
syc0154-h_at	5.192010534
syc0155-m_at	13.95630468
syc0156-m_at	3.460747631
syc0157-m_at	10.94812097
syc0158-m_at	9.533307094
syc0159-h_at	5.029827969
syc0160-m_at	6.496949647
syc0161-h_at	7.902757462
syc0162-h_at	10.04079582
syc0163-h_at	0.326428239
syc0164-m_at	3.452109819
syc0165-h_at	12.62062666
syc0166-m_at	11.72330907
syc0167-m_s_at	47.54442439
syc0168-h_at	11.60498973
syc0169-h_at	9.850169998
syc0170-m_at	3.03071463
syc0171-m_at	13.76483766
syc0172-h_at	19.07785634
syc0173-m_at	6.474349809
syc0174-h_at	22.59612561
syc0175-h_at	19.9970141
syc0176-h_at	1.628402185
syc0177-h_at	5.413237957
syc0178-h_at	7.249945371
syc0179-m_at	5.171199926
syc0180-h_at	17.24044548
syc0181-m_at	4.851399561
syc0182-m_at	2.70461554
syc0183-m_at	4.595533931
syc0184-m_at	12.86325028
syc0185-h_at	2.158504299
syc0186-m_at	7.235087911
syc0187-h_at	14.9954916
syc0188-h_at	7.854957853
syc0189-h_at	16.65917428
syc0190-m_at	6.578653252
syc0191-m_at	5.411365365
syc0192-h_at	16.78194647
syc0193-h_at	7.099638805
syc0194-h_at	10.73897115
syc0195-h_at	1.94610695
syc0196-m_at	12.94410517
syc0197-m_at	3.742872157
syc0198-m_at	8.464164349
syc0199-m_at	19.44035009
syc0200-m_at	27.74516107
syc0201-m_at	31.21731509
syc0202-h_at	8.480718648
syc0203-h_at	5.410217545
syc0204-h_at	6.672104445
syc0205-m_at	5.655992903
syc0206-m_at	4.391997164
syc0207-m_at	3.229868449
syc0208-h_at	8.298688914
syc0209-h_at	8.985267732
syc0210-h_at	7.227646081
syc0211-h_at	0.888583105
syc0212-h_at	9.777792774
syc0213-h_at	10.94306647
syc0214-m_at	16.80614988
syc0215-m_at	7.957330949
syc0216-m_at	15.352229
syc0217-h_at	19.24366935
syc0218-h_at	2.839747186
syc0219-h_at	12.17173041
syc0220-h_at	1.862750602
syc0221-h_at	8.890478972
syc0222-h_at	4.526855801
syc0223-h_at	1.006081698
syc0224-h_at	7.249633771
syc0225-h_at	5.683307233
syc0226-h_at	1.059603137
syc0227-h_at	6.331690953
syc0228-h_at	4.963547402
syc0229-h_at	1.010217303
syc0230-m_at	0.658929269
syc0231-h_at	1.249908365
syc0232-h_at	31.71341887
syc0233-m_at	15.4445484
syc0234-m_at	11.19241611
syc0235-h_at	10.54781337
syc0236-h_at	4.140113435
syc0237-h_at	13.39376791
syc0238-m_at	3.869900818
syc0239-m_at	0.612125646
syc0240-m_at	9.352446548
syc0241-h_at	10.56499001
