ID_REF	VALUE
syc0001-h_at	139.5114845
syc0002-h_at	310.0876809
syc0003-m_at	267.1764163
syc0004-m_at	145.9328745
syc0005-m_at	60.42510519
syc0006-h_at	360.6015763
syc0007-m_at	147.9533588
syc0008-m_at	163.7430755
syc0009-m_at	197.7953292
syc0010-h_at	2402.943206
syc0011-m_at	162.070959
syc0012-h_at	2020.736899
syc0013-m_at	2776.514965
syc0014-m_at	248.6182637
syc0015-h_at	1127.598526
syc0016-m_at	119.3577021
syc0017-m_at	385.2655495
syc0018-m_at	45.65651648
syc0019-h_at	1476.832881
syc0020-h_at	1046.149305
syc0021-h_at	52.75503437
syc0022-m_at	68.87173848
syc0023-m_at	389.6406559
syc0024-m_at	111.0901107
syc0025-h_at	176.2596741
syc0026-h_at	237.1869167
syc0027-h_at	436.3735363
syc0028-m_at	3.342073632
syc0029-m_at	56.70507293
syc0030-m_at	124.8931905
syc0031-m_at	63.65990937
syc0032-m_at	59.79964713
syc0033-m_at	51.50074883
syc0034-h_at	261.6357505
syc0035-h_at	598.0849353
syc0036-m_at	45.82628872
syc0037-h_at	108.0662119
syc0038-m_at	161.7583375
syc0039-h_at	94.82045074
syc0040-m_at	128.6899409
syc0041-h_at	191.6943161
syc0042-h_at	189.4195189
syc0043-m_at	137.3808765
syc0044-h_at	2755.809725
syc0045-h_at	191.1324236
syc0046-h_at	248.4205705
syc0047-h_at	527.763864
syc0048-h_at	958.871258
syc0049-m_at	197.8806707
syc0050-m_at	2406.250138
syc0051-m_at	1522.05596
syc0052-m_at	558.3191641
syc0053-m_at	549.7276852
syc0054-m_at	1432.77263
syc0055-m_at	678.5506018
syc0056-m_at	798.8803867
syc0057-m_at	172.7020973
syc0058-h_at	69.64582995
syc0059-m_at	77.14866164
syc0060-m_at	1211.223773
syc0061-m_at	344.8619394
syc0062-h_at	47.58688019
syc0063-m_at	131.0478961
syc0064-h_at	73.97199275
syc0065-m_at	450.5559747
syc0066-m_at	622.1298547
syc0067-h_at	49.7223261
syc0068-h_at	74.96864323
syc0069-h_at	66.06840181
syc0070-m_at	2797.623393
syc0071-m_at	4653.911657
syc0072-m_at	1164.033947
syc0073-m_at	2728.428232
syc0074-m_at	3501.5991
syc0075-m_at	1030.796752
syc0076-m_at	881.7025403
syc0077-m_at	237.5197584
syc0078-m_at	156.5927932
syc0079-h_at	1116.965993
syc0080-m_at	287.8942182
syc0081-m_at	125.7753604
syc0082-h_at	219.4416298
syc0083-h_at	78.53897165
syc0084-h_at	864.4159188
syc0085-h_at	364.4986031
syc0086-h_at	129.1199704
syc0087-m_at	529.7737353
syc0088-m_at	109.7186688
syc0089-m_at	5481.27945
syc0090-m_at	2769.880683
syc0091-m_at	645.0252176
syc0092-m_at	830.6431049
syc0093-h_at	3697.869378
