ID_REF	VALUE
syc0001-h_at	7.010385308
syc0002-h_at	13.98340266
syc0003-m_at	22.69096705
syc0004-m_at	22.10472719
syc0005-m_at	10.50302816
syc0006-h_at	41.15739024
syc0007-m_at	2.283645758
syc0008-m_at	21.26286647
syc0009-m_at	9.531868022
syc0010-h_at	12.89777602
syc0011-m_at	23.3263955
syc0012-h_at	1.889800446
syc0013-m_at	42.59737213
syc0014-m_at	22.65033473
syc0015-h_at	112.4057241
syc0016-m_at	8.068366634
syc0017-m_at	28.87257599
syc0018-m_at	1.953288677
syc0019-h_at	64.10217095
syc0020-h_at	15.89698876
syc0021-h_at	1.053633964
syc0022-m_at	1.303664441
syc0023-m_at	7.389369109
syc0024-m_at	3.595873345
syc0025-h_at	3.874034837
syc0026-h_at	13.83317325
syc0027-h_at	31.44950856
syc0028-m_at	3.749471689
syc0029-m_at	27.48356639
syc0030-m_at	34.06740579
syc0031-m_at	10.27934589
syc0032-m_at	18.47127532
syc0033-m_at	15.45525469
syc0034-h_at	0.704812159
syc0035-h_at	12.93762129
syc0036-m_at	12.62763243
syc0037-h_at	3.653739805
syc0038-m_at	19.79445291
syc0039-h_at	12.69870751
syc0040-m_at	16.72864333
syc0041-h_at	8.952619373
syc0042-h_at	32.40670783
syc0043-m_at	43.47864512
syc0044-h_at	266.0852099
syc0045-h_at	13.63922037
syc0046-h_at	3.452185858
syc0047-h_at	20.14478452
syc0048-h_at	11.80430952
syc0049-m_at	17.047749
syc0050-m_at	32.84084098
syc0051-m_at	27.47368981
syc0052-m_at	21.67055771
syc0053-m_at	6.038711648
syc0054-m_at	24.94478201
syc0055-m_at	11.65574391
syc0056-m_at	14.02749489
syc0057-m_at	18.53647939
syc0058-h_at	3.050548564
syc0059-m_at	11.03359652
syc0060-m_at	12.08732467
syc0061-m_at	17.59091239
syc0062-h_at	9.867261778
syc0063-m_at	6.273062368
syc0064-h_at	11.01292859
syc0065-m_at	15.27569429
syc0066-m_at	2.178071966
syc0067-h_at	22.32929084
syc0068-h_at	14.46254205
syc0069-h_at	25.52379287
syc0070-m_at	79.56280086
syc0071-m_at	109.0316603
syc0072-m_at	24.80829161
syc0073-m_at	12.43094936
syc0074-m_at	17.71667616
syc0075-m_at	4.589249648
syc0076-m_at	16.22429737
syc0077-m_at	6.970842562
syc0078-m_at	15.87983275
syc0079-h_at	4.249836393
syc0080-m_at	2.456497362
syc0081-m_at	17.21851623
syc0082-h_at	21.01678271
syc0083-h_at	1.874155198
syc0084-h_at	26.88346274
syc0085-h_at	42.965334
syc0086-h_at	11.80016278
syc0087-m_at	17.24801206
syc0088-m_at	10.99875542
syc0089-m_at	10.34616534
syc0090-m_at	2.191229434
syc0091-m_at	2.872623086
syc0092-m_at	19.81690725
syc0093-h_at	1.079716282
syc0094-h_at	20.8692851
syc0095-m_at	25.04649615
syc0096-m_at	11.38843863
syc0097-m_at	1271.014734
syc0098-m_at	158.0121502
syc0099-m_at	24.34759385
syc0100-h_at	8.628800645
syc0101-h_at	18.74380649
