ID_REF	VALUE
syc0001-h_at	10.23137315
syc0002-h_at	7.22321462
syc0003-m_at	1.223994073
syc0004-m_at	11.90913597
syc0005-m_at	8.348560843
syc0006-h_at	14.30659913
syc0007-m_at	5.094286691
syc0008-m_at	14.6080762
syc0009-m_at	10.34556407
syc0010-h_at	10.86128507
syc0011-m_at	13.87443598
syc0012-h_at	0.895168632
syc0013-m_at	11.54508217
syc0014-m_at	1.166540844
syc0015-h_at	11.63636722
syc0016-m_at	0.916859845
syc0017-m_at	11.3876309
syc0018-m_at	1.065430187
syc0019-h_at	26.84620835
syc0020-h_at	17.48668763
syc0021-h_at	3.809292024
syc0022-m_at	0.30084564
syc0023-m_at	1.697557768
syc0024-m_at	0.499426853
syc0025-h_at	1.427275992
syc0026-h_at	3.521171372
syc0027-h_at	8.769574501
syc0028-m_at	0.326041016
syc0029-m_at	17.86431815
syc0030-m_at	17.98252985
syc0031-m_at	10.60057545
syc0032-m_at	11.91397258
syc0033-m_at	9.181339418
syc0034-h_at	3.725435695
syc0035-h_at	4.312540431
syc0036-m_at	4.392219975
syc0037-h_at	7.764197086
syc0038-m_at	8.412642488
syc0039-h_at	0.985244548
syc0040-m_at	1.450460404
syc0041-h_at	9.668828922
syc0042-h_at	9.740218365
syc0043-m_at	5.909718755
syc0044-h_at	11.98582026
syc0045-h_at	5.348713872
syc0046-h_at	4.602914477
syc0047-h_at	5.828693999
syc0048-h_at	11.63198383
syc0049-m_at	8.377750938
syc0050-m_at	0.842072846
syc0051-m_at	9.929087898
syc0052-m_at	7.427408894
syc0053-m_at	0.492956053
syc0054-m_at	7.253447252
syc0055-m_at	8.99519367
syc0056-m_at	8.926587658
syc0057-m_at	16.12466981
syc0058-h_at	2.126139908
syc0059-m_at	0.909987342
syc0060-m_at	8.13147296
syc0061-m_at	5.646465706
syc0062-h_at	5.755902704
syc0063-m_at	5.062471384
syc0064-h_at	9.60101467
syc0065-m_at	6.061783447
syc0066-m_at	7.790795878
syc0067-h_at	7.824794224
syc0068-h_at	0.865280293
syc0069-h_at	13.34198264
syc0070-m_at	9.705246357
syc0071-m_at	41.49904801
syc0072-m_at	12.46238123
syc0073-m_at	5.57249454
syc0074-m_at	13.68121103
syc0075-m_at	11.11081494
syc0076-m_at	3.244859473
syc0077-m_at	3.388604023
syc0078-m_at	7.902986532
syc0079-h_at	5.256376591
syc0080-m_at	13.51073549
syc0081-m_at	1.609207124
syc0082-h_at	8.42804992
syc0083-h_at	0.66146654
syc0084-h_at	11.22199591
syc0085-h_at	7.84754959
syc0086-h_at	0.65154273
syc0087-m_at	6.697366384
syc0088-m_at	4.045519235
syc0089-m_at	0.608597961
syc0090-m_at	5.144625627
syc0091-m_at	6.128262583
syc0092-m_at	13.673666
syc0093-h_at	12.6326805
syc0094-h_at	21.99458969
syc0095-m_at	1.466686711
syc0096-m_at	1.999496858
syc0097-m_at	4.623051487
syc0098-m_at	11.55659609
syc0099-m_at	5.822250703
syc0100-h_at	6.362650981
syc0101-h_at	12.84952772
syc0102-h_at	6.013164504
syc0103-h_at	20.76000177
syc0104-h_at	0.83450503
syc0105-m_at	1.976332956
syc0106-h_at	2.583783718
syc0107-h_at	1.784963049
syc0108-m_at	7.320617308
syc0109-h_at	3.018418851
syc0110-h_at	8.009373596
syc0111-m_at	9.557738202
