Reporter Identifier	VALUE
637798406	0.164576183
637798407	-0.107795897
637798408	0.242089749
637798409	0.017011881
637798410	-0.147747077
637798411	-0.199043863
637798412	-0.011017035
637798413	0.284251338
637798414	0.189678774
637798415	-0.046191019
637798416	-0.107146812
637798417	-0.343033511
637798418	0.09480816
637798419	-0.127310857
637798420	-0.076192119
637798421	-0.053985369
637798422	-0.216435955
637798423	0.125183999
637798424	-0.2376802
637798425	-0.239569127
637798426	-0.09383786
637798427	0.020800068
637798428	0.029430577
637798429	-0.228220937
637798430	0.078279342
637798431	0.101127763
637798432	0.044771299
637798433	0.549123929
637798434	-0.005915482
637798435	0.284971605
637798436	0.040093321
637798437	-0.296418058
637798438	-0.34252108
637798439	-0.194051012
637798440	-0.342454464
637798441	0.289739312
637798442	-0.141342948
637798443	-0.037685793
637798444	-0.793935361
637798445	0.075425317
637798446	-0.168097597
637798448	-0.170276516
637798449	-0.179214867
637798450	-0.226999561
637798451	-0.114775089
637798452	-0.159745076
637798453	0.043009112
637798454	-0.178876638
637798455	-0.143146067
637798456	-0.10207277
637798457	-0.038817982
637798458	-0.031630818
637798459	-0.006562569
637798460	-0.107772267
637798461	-0.39550733
637798462	-0.271820865
637798463	-0.156117134
637798464	-0.131297917
637798465	-0.072778961
637798466	-0.20319995
637798467	-0.041240746
637798468	-0.056769783
637798469	-0.110974689
637798470	-0.076892087
637798471	-0.193203082
637798472	-0.108278126
637798473	0.219404262
637798474	0.165574798
637798475	-0.320130617
637798476	-0.069655505
637798477	-0.056871366
637798478	-0.185283461
637798479	0.097497639
637798480	-0.187479654
637798481	-0.115602853
637798482	-0.048070234
637798483	0.080328633
637798484	-0.057694627
637798485	-0.032423007
637798486	-0.14569361
637798487	-0.173154823
637798488	0.212561376
637798489	0.07210566
637798490	0.139346297
637798491	-0.236976939
637798492	-0.426009827
637798493	0.073594071
637798494	-0.204110511
637798495	-6.45E-05
637798496	-0.099646113
637798497	-0.162716564
637798498	-0.201291115
637798499	-0.08435055
637798500	-0.227294534
637798501	-0.100748762
