Reporter Identifier	VALUE
637798406	-0.03903062
637798407	-0.214632233
637798408	-0.083346031
637798409	-0.217471581
637798410	-0.060009237
637798411	-0.167317025
637798412	0.130626737
637798413	0.241868811
637798414	-0.174436942
637798415	-0.018099131
637798416	0.034452968
637798417	-0.264316278
637798418	-0.299615283
637798419	-0.087206958
637798420	0.105968536
637798421	-0.114773718
637798422	-0.192111211
637798423	-0.043457094
637798424	-0.23921764
637798425	0.019059059
637798426	-0.121992672
637798427	-0.021936495
637798428	0.002473052
637798429	-0.261554263
637798430	-0.097171959
637798431	0.251079036
637798432	-0.01529049
637798433	0.031300876
637798434	0.114497498
637798435	0.190525669
637798436	0.097925122
637798437	-0.061897399
637798438	-0.34321643
637798439	-0.062051848
637798440	0.021935895
637798441	0.278945575
637798442	-0.184177026
637798443	-0.039370329
637798444	0.025314602
637798445	0.101151233
637798446	0.117305185
637798448	0.085133888
637798449	0.077289413
637798450	-0.209647707
637798451	0.19149902
637798452	0.172998835
637798453	0.10202661
637798454	0.0561204
637798455	0.09823363
637798456	-0.457552014
637798457	-0.369651747
637798458	-0.518164417
637798459	-0.211775644
637798460	-0.222633178
637798461	-0.440206461
637798462	-0.202650583
637798463	-0.107075026
637798464	0.243584056
637798465	0.26734244
637798466	-0.063275393
637798467	-0.084506735
637798468	-0.245144684
637798469	-0.175378042
637798470	-0.139621448
637798471	-0.355645983
637798472	-0.047203845
637798473	-0.155920388
637798474	0.027351007
637798475	-0.035495412
637798476	0.214855008
637798477	0.012557133
637798478	0.190976232
637798479	-0.029200926
637798480	-0.152991391
637798481	-0.322634028
637798482	-0.187038338
637798483	-0.095866188
637798484	-0.320985614
637798485	-0.291930915
637798486	0.088652851
637798487	-0.220356119
637798488	-0.17569426
637798489	0.14503642
637798490	-0.061661031
637798491	0.060032945
637798492	-0.083266187
637798493	0.023775018
637798494	0.272556388
637798495	0.028247688
637798496	0.18031782
637798497	-0.020859754
637798498	-0.206620627
637798499	-0.098417493
637798500	0.233427545
637798501	-0.271771946
637798502	-0.198980315
637798503	-0.283533979
637798504	-0.338200471
637798505	0.148927629
637798506	-0.169472945
637798507	-0.632736497
637798508	0.154851657
637798509	-0.040215343
637798510	0.037410845
637798511	-0.161401442
637798512	0.138763229
637798513	0.024143247
637798514	0.209360229
637798515	-0.043128772
637798516	0.14677698
637798517	-0.098339059
637798518	-0.033754829
637798519	0.20574887
637798520	-0.382554852
637798521	-0.092140333
637798522	0.083757762
637798523	0.132400655
637798524	-0.428366684
637798525	-0.191644511
637798526	-0.13005958
637798527	0.151110591
637798528	-0.522176234
637798529	-0.032303405
637798530	0.111479756
637798531	0.013731033
637798532	-0.093164235
637798533	-0.393821662
637798534	0.083714086
637798535	0.055845169
637798536	0.091560547
637798537	-0.092263208
637798538	0.102269905
637798539	-0.030391382
637798540	-0.064594956
637798541	-0.169883918
637798542	-0.09540219
637798543	0.015632708
637798544	-0.262009477
637798545	-0.48892849
637798546	0.148529069
637798547	-0.155315106
637798548	-0.001391541
637798549	0.071150158
637798550	0.016541943
637798551	0.072239021
637798552	0.048749093
637798553	-0.009856003
637798554	0.153210045
637798555	0.148004142
637798556	-0.036363302
637798557	-0.180210394
637798558	-0.303883972
637798559	-0.523889545
637798560	-0.035160385
637798561	-0.15829506
637798562	-0.121826672
637798563	-0.071862037
637798564	-0.537449654
637798565	0.008867258
637798566	-0.195136892
637798567	-0.261250564
637798568	-0.184704617
637798569	-0.038519521
637798570	-0.654272648
637798571	-0.324925118
637798572	-0.418468688
637798573	-0.196866724
637798574	-0.055646607
637798575	-0.190262864
637798576	0.052625463
