Reporter Identifier	VALUE
637798406	-0.107360139
637798407	-0.281353037
637798408	0.178425173
637798409	0.443235294
637798410	-0.268453862
637798411	-0.247808121
637798412	0.098553833
637798413	-0.182115146
637798414	0.115921704
637798415	-0.030451468
637798416	-0.305338466
637798417	-0.440570505
637798418	-0.136589567
637798419	-0.159907894
637798420	-0.184404573
637798421	0.010416611
637798422	-0.149736281
637798423	-0.223300832
637798424	-0.380624485
637798425	-0.242850995
637798426	-0.058119417
637798427	0.157285249
637798428	0.117662348
637798429	0.510489498
637798430	0.375617141
637798431	0.235752032
637798432	0.034096933
637798433	0.473420772
637798434	-0.18976675
637798435	-0.056280922
637798436	-0.097100587
637798437	-0.096567302
637798438	-0.256687809
637798439	-0.089036404
637798440	0.183852279
637798441	-0.007072383
637798442	-0.196907202
637798443	-0.078303363
637798444	-0.520929789
637798445	-0.15943499
637798446	-0.194170487
637798448	-0.858110219
637798449	-0.067173133
637798450	0.084372885
637798451	-0.178632615
637798452	-0.007874643
637798453	0.03722546
637798454	-0.000664832
637798455	-0.321573079
637798456	-0.0646725
637798457	0.460254628
637798458	0.664665539
637798459	0.521197015
637798460	0.254931466
637798461	0.776624184
637798462	0.393419227
637798463	0.052137669
637798464	-0.041799725
637798465	-0.065095293
637798466	-0.068481069
637798467	-0.234139357
637798468	0.065298169
637798469	-0.073653618
637798470	-0.001223723
637798471	-0.177053092
637798472	0.101191482
637798473	0.229929886
637798474	0.18129278
637798475	-0.449080072
637798476	-0.114000079
637798477	0.1039064
637798478	0.038900979
637798479	-0.082067096
637798480	0.571238663
637798481	-0.083794192
637798482	-0.062255133
637798483	0.063531228
637798484	-0.221248166
637798485	-0.065571851
637798486	-0.0307811
637798487	-0.379696444
637798488	0.086570344
637798489	0.116897996
637798490	0.0414294
637798491	-0.54151708
637798492	-0.375765646
637798493	0.015323278
637798494	-0.074383097
637798495	0.256792911
637798496	0.075118083
637798497	-0.126423189
637798498	-0.276039386
637798499	0.092454662
637798500	-0.046459942
637798501	-0.534759738
637798502	-0.473847621
637798503	-0.038824836
637798504	-0.050462102
637798505	-0.186345484
637798506	-0.859436073
637798507	-0.173749298
637798508	-0.234320672
637798509	-0.110130257
637798510	0.134899943
637798511	0.046705045
637798512	0.124591406
637798513	-0.080026702
637798514	0.089765637
637798515	-0.210634008
637798516	0.086850868
637798517	-0.236102994
637798518	-0.033592065
637798519	0.122645809
637798520	-0.071125617
637798521	-0.05565769
637798522	0.236317888
637798523	0.358141276
637798524	-0.157459239
637798525	-0.009294657
637798526	0.277987909
637798527	-0.085047411
637798528	0.124078964
637798529	-0.071096324
637798530	0.063394336
637798531	-0.001339237
637798532	0.26478013
637798533	0.212786951
637798534	0.140979298
637798535	0.068187627
637798536	-0.487772833
637798537	0.091935007
637798538	-0.065412016
637798539	0.127291042
637798540	0.008006389
637798541	-0.000948122
637798542	-0.124643353
637798543	-0.143219708
637798544	-0.100774726
637798545	-0.261814511
637798546	0.01556164
637798547	0.099730813
637798548	0.193587546
637798549	-0.307773419
637798550	0.140751222
637798551	0.249996858
637798552	-0.025017903
637798553	-0.239016887
637798554	-0.099297047
637798555	-0.080959973
637798556	-0.05542881
637798557	0.037659141
637798558	-0.182000973
637798559	0.119793389
637798560	0.110477389
637798561	0.170900238
637798562	0.094598116
637798563	-0.905803847
637798564	0.060381244
637798565	0.02140254
637798566	-0.114306748
637798567	0.020414533
637798568	-0.17390909
637798569	-0.057323849
637798570	-0.366765449
637798571	-0.139202185
637798572	0.03204358
637798573	0.161278335
637798574	-0.02446005
637798575	-0.044839242
637798576	-0.254423285
637798577	0.182262156
637798578	-0.037480933
637798579	-0.087489272
637798580	0.042397825
637798581	-0.023030722
637798582	-0.201248084
637798583	0.183105379
