Reporter Identifier	VALUE
637798406	-0.096535263
637798407	-0.212325023
637798408	0.009653296
637798409	0.615114303
637798410	-0.28901591
637798411	0.028354467
637798412	0.2393203
637798413	0.009266656
637798414	0.319138021
637798415	0.191090521
637798416	0.00728088
637798417	-0.322881481
637798418	-0.567397944
637798419	-0.169727887
637798420	0.234000342
637798421	0.313842368
637798422	-0.144269592
637798423	-0.169320051
637798424	-0.72425613
637798425	-0.163490299
637798426	0.163790781
637798427	0.306824294
637798428	0.4540204
637798429	-0.093312314
637798430	0.065717218
637798431	0.330373924
637798432	0.008065315
637798433	0.641436305
637798434	0.054701607
637798435	-0.135479321
637798436	0.101893528
637798437	-0.51279334
637798438	-0.635500048
637798439	0.006236287
637798440	-0.372025264
637798441	-0.003631647
637798442	0.240271472
637798443	0.133811884
637798444	-0.927093047
637798445	-0.276811305
637798446	-0.240822109
637798448	-0.296607294
637798449	-0.061762225
637798450	0.365891517
637798451	-0.126255704
637798452	0.095539692
637798453	0.110407637
637798454	-0.440760149
637798455	-0.542032202
637798456	-0.2748927
637798457	-0.197485987
637798458	-0.230624876
637798459	-0.256189707
637798460	-0.10538169
637798461	-0.383121644
637798462	-0.132451033
637798463	-0.110083262
637798464	-0.09607396
637798465	-0.085311692
637798466	-0.15152826
637798467	0.003394445
637798468	-0.109029595
637798469	-0.048921665
637798470	-0.011701751
637798471	-0.354065494
637798472	0.091029627
637798473	0.098276909
637798474	0.38286185
637798475	-0.518740254
637798476	-0.035284829
637798477	0.11402878
637798478	0.175734805
637798479	-0.036945397
637798480	0.085606454
637798481	0.101799976
637798482	0.024052143
637798483	-0.048845016
637798484	-0.136899951
637798485	-0.092523978
637798486	0.069648798
637798487	-0.105051531
637798488	0.161480215
637798489	0.282488207
637798490	0.239183216
637798491	-0.383511691
637798492	-0.502115004
637798493	-0.138905564
637798494	-0.180852328
637798495	0.432728506
637798496	0.154894376
637798497	0.035992197
637798498	0.024621046
637798499	-0.056193452
637798500	-0.099374195
637798501	-0.557538103
637798502	-0.405869066
637798503	0.036071669
637798504	-0.01800663
637798505	-0.345174429
637798506	-0.944971923
637798507	-0.143507785
637798508	-0.266692492
637798509	0.105422127
637798510	0.003116813
637798511	0.01346713
637798512	-0.103273121
637798513	0.106141672
637798514	0.088507469
637798515	-0.24975323
637798516	0.061547634
637798517	-0.12915232
637798518	0.142029727
637798519	0.158310127
637798520	0.062079935
637798521	-0.164515989
637798522	0.178045204
637798523	0.085219463
637798524	0.062767764
637798525	0.22281701
637798526	0.60242245
637798527	-0.048318652
637798528	-0.129547884
637798529	-0.205925153
637798530	-0.104292774
637798531	-0.28801548
637798532	-0.018800839
637798533	0.253246113
637798534	-0.043536838
637798535	0.058041173
637798536	-0.413068201
637798537	-0.044290478
637798538	0.190124991
637798539	0.033876647
637798540	-0.154027171
637798541	0.022226418
637798542	0.156699681
637798543	-0.255183167
637798544	-0.094825947
637798545	-0.286575901
637798546	-0.118411784
637798547	-0.048281976
637798548	0.123143765
637798549	-0.257537592
637798550	0.325957166
637798551	0.528318185
637798552	0.207799707
637798553	-0.157333157
637798554	-0.325524088
637798555	0.069546719
637798556	0.145818274
637798557	-0.09643622
637798558	-0.228538989
637798559	-0.060463376
637798560	0.029582927
637798561	0.011913584
637798562	0.241776892
637798563	-0.902840214
637798564	0.026456862
637798565	0.07682302
637798566	-0.175873471
637798567	0.080293699
637798568	-0.214526778
637798569	-0.140511961
637798570	-0.433035901
637798571	-0.346419687
637798572	-0.041854132
637798573	0.443033134
637798574	0.227273845
637798575	-0.34913687
637798576	-0.265311707
637798577	0.028948808
637798578	-0.039485385
637798579	0.175741136
637798580	0.127422342
637798581	0.210089761
637798582	-0.089886811
637798583	0.068938539
637798584	0.12543169
637798585	0.04913247
637798586	-0.42586396
637798587	-0.41130017
637798588	-0.122619631
637798589	-0.303478119
637798590	-0.050388784
637798591	0.075062888
637798592	-0.207642083
637798593	0.18601277
637798594	0.195294952
637798595	-0.071817267
637798596	0.22670438
637798597	0.129642755
637798598	-0.182272096
637798599	-0.315605482
637798600	-0.102382675
637798601	-0.291323641
637798602	-0.116679833
637798603	0.125240051
637798604	-0.40858207
637798605	-0.471181702
637798606	-0.515779352
637798607	-0.377323487
637798608	-0.455992296
637798609	0.369248999
637798610	-0.093104939
637798611	-0.184291642
637798612	-0.081057109
637798613	-0.047854936
637798614	-0.122425466
637798615	-0.12227096
637798616	-0.125667688
637798617	-0.096550551
637798618	-0.059137765
637798619	-0.263355429
637798620	-0.227770159
637798621	-0.687574179
637798622	-0.163412358
637798623	0.123657207
637798624	0.145191118
637798625	-0.017699877
637798626	0.187941709
637798627	0.123833257
637798628	0.089866299
637798629	-0.08713459
637798630	-0.068770684
637798631	-0.328178859
637798632	-0.031256273
637798633	0.184302595
637798634	0.019143879
637798635	-0.02950735
637798636	-0.183295854
637798637	0.023615641
637798638	0.060168678
637798639	-0.175301244
637798640	0.042542262
637798641	0.250792977
637798642	-0.349793541
637798643	0.021593375
637798644	0.204611338
637798645	0.063468973
637798646	-0.156220536
637798647	0.016281179
637798648	-0.116074108
637798649	-0.617419435
637798650	-0.995882462
637798651	-1.41497791
637798652	0.504426261
637798653	0.413229824
637798654	0.158849936
637798655	0.090509113
637798656	0.20528395
637798657	0.166406101
637798658	-0.418976735
637798659	-0.248864091
637798660	0.00735366
637798661	-0.211745577
637798662	-0.368176637
637798663	-0.002025572
637798664	0.172246301
637798665	-0.238575423
637798666	-0.009827811
637798667	-0.06736885
637798668	-0.193648565
637798669	0.039256803
637798670	0.106251547
637798671	-0.047949904
637798672	-0.067984859
637798673	-0.435209737
637798674	0.214050666
637798675	-0.474532261
637798676	0.284968187
637798677	0.201825605
637798678	0.061121981
637798679	-0.005451969
637798680	0.073716853
637798681	-0.087982644
637798682	-0.253539375
637798683	0.016567267
637798684	-0.590095901
637798685	-0.573403062
637798686	-0.098891375
637798687	-0.16699785
637798688	-0.23170258
637798689	-0.041646743
637798690	0.036145337
637798691	0.130640712
637798692	-0.145765319
637798693	0.106655824
637798694	0.426823245
637798695	-0.169047553
637798696	-0.035189605
637798697	-0.541034087
637798698	-0.069032446
637798699	0.288527874
637798700	-0.249563376
637798701	0.195071155
637798702	0.110205854
637798703	0.024302356
637798704	0.075838914
637798705	0.248416132
637798706	0.474947747
637798707	-0.036944675
637798708	-0.626238523
637798709	-0.07737329
637798710	-1.32359463
637798711	-0.660392438
637798712	-0.0212538
637798713	-0.174938227
637798714	-0.399270626
637798715	-0.357872498
637798716	-0.194657997
637798717	-0.071181866
637798718	-0.668649803
637798719	-0.072428359
637798720	-0.033764579
637798721	-0.093145941
637798722	-0.670389357
637798723	-0.263182466
637798724	0.301185822
637798725	0.105087467
637798726	0.079646901
637798727	-0.042680105
637798728	-0.028223302
637798729	-0.126426659
637798730	0.019500873
637798731	-0.309126407
637798732	-0.092748825
637798733	-0.062867864
637798734	0.037095374
637798735	0.188005919
637798736	0.281131362
637798737	0.307335723
637798738	0.255436258
637798739	0.586435636
637798740	0.438686781
637798741	0.430964473
637798742	0.302630585
637798743	0.33358975
637798744	-0.049284785
637798745	-0.057096301
637798746	0.143294332
637798747	-0.004071449
637798748	0.027236792
637798749	-0.303144138
637798750	-0.174195885
637798751	0.120634825
637798752	0.011153742
637798753	-0.344341997
637798754	-0.202179388
637798755	-0.189238616
637798756	0.065927789
637798757	0.601847612
637798758	-0.069510481
637798759	-0.166228453
637798760	-0.136595604
637798761	-0.374015938
637798762	-0.334619313
637798763	0.118695074
637798764	-0.122546104
637798765	0.326317814
637798766	-0.106928906
637798767	-0.185480896
637798768	0.117156414
637798769	0.122015143
637798770	0.447648944
637798771	-0.189577629
637798772	0.017167707
637798773	0.263626794
637798774	0.072302295
637798775	-0.629286316
637798776	-0.604878877
637798777	-0.370370241
637798778	-0.120222012
637798779	0.005007163
637798780	0.37059306
637798781	-0.000316127
637798782	0.275152614
637798783	-0.017511006
637798784	-0.400194008
637798785	-0.217478087
637798786	-0.060922
637798787	-0.29293011
637798788	-0.357344382
637798789	-0.802352861
637798790	-0.175807925
637798791	-0.014533253
637798792	0.202415053
637798793	0.047734773
637798794	0.208736198
637798795	-0.165668116
637798796	0.172093584
637798797	-0.798018204
637798798	0.323736499
637798799	0.114937326
637798800	-0.373390731
637798801	-0.077000384
637798802	0.071987375
637798803	0.071529549
637798804	-0.158465538
637798805	0.268299539
637798806	-0.334902529
637798807	-0.181891017
637798808	0.294280762
637798809	-0.117139127
637798810	-0.177774992
637798811	0.23866959
637798812	0.151090816
637798813	-0.222878061
637798814	-0.002616372
637798815	-0.144108743
637798816	-0.126872485
637798817	0.128561817
637798818	0.229074446
637798819	-0.044388884
637798820	0.010474207
637798821	-0.215847983
637798822	-0.102760054
637798823	0.180972562
637798824	0.002979039
637798825	-0.225617451
637798826	-0.164986523
637798827	-0.409896948
637798828	-0.666101677
637798829	-0.674488946
637798830	-0.530216027
637798831	0.090046534
637798832	-0.013537711
637798833	0.170030952
637798834	-0.274460675
637798835	-0.392958609
637798836	-0.101301952
637798837	0.05720012
637798838	-0.112184964
637798839	-0.359770682
637798840	0.038279428
637798841	0.065699593
637798842	0.080784495
637798843	0.033730481
637798844	0.005934563
637798845	0.055481116
637798846	0.01056381
637798847	0.092136904
637798848	-0.049210052
637798849	-0.032390093
637798850	0.272669948
637798851	0.199723794
637798852	-0.161929605
637798853	-0.092054024
637798854	-0.111841635
637798855	-0.038638852
637798856	-0.057997548
637798857	0.048316231
637798858	-0.412328767
637798860	0.017161757
637798861	0.073875854
637798862	0.080194931
637798863	-0.558286477
637798864	-0.295038689
637798865	-0.029700602
637798866	-0.137777251
637798867	-0.035006338
637798868	-0.05996558
637798869	0.079138849
637798870	0.027499979
637798871	0.058311969
637798872	-0.014455537
637798873	0.549593159
637798874	-0.029091112
637798875	-0.206654246
637798876	0.441514376
637798877	-0.182659854
637798878	0.164818826
637798879	0.10764172
637798880	0.331177983
637798881	-0.301486105
637798882	0.240984257
637798883	-0.461797042
637798884	-0.465237991
637798885	0.30276627
637798886	0.145681366
637798887	-0.345226391
637798888	-0.265695061
637798889	0.355639784
637798890	0.349128941
637798891	0.29234341
637798892	0.37221477
637798893	0.172135914
637798894	-0.075237417
637798895	-0.209359827
637798896	0.159505535
637798897	-0.284508603
637798898	-0.804468444
637798899	0.110059786
637798900	-0.49820391
637798901	0.111985443
637798902	-0.336803923
637798903	0.158827433
637798904	0.208503123
637798905	-0.349118789
637798906	-0.761618111
637798907	-0.063348308
637798908	-0.015445962
637798909	0.069792063
637798910	0.035152782
637798911	-0.000426903
637798912	0.23710227
637798913	0.143010166
637798914	0.024087705
637798915	0.423790855
637798916	-0.066120975
637798917	0.070406693
637798918	-0.118695884
637798919	-0.096831697
637798920	0.045463552
637798921	0.00064576
637798922	0.295815796
637798923	0.284886684
637798924	0.09413207
637798926	0.130142637
637798927	0.048524154
637798928	0.292543374
637798929	0.173780448
637798930	-0.241804219
637798931	-0.028954571
637798932	-0.31349731
637798933	-0.014714819
637798934	0.143671562
637798935	-0.846552379
637798936	-0.119320997
637798937	-0.208372613
637798938	0.087839234
637798939	0.076825083
637798940	0.196365044
637798941	0.207709141
637798942	0.090798213
637798943	-0.037289771
637798944	-0.05168261
637798945	0.042002129
637798946	0.099056587
637798947	0.061713573
637798948	-0.022297905
637798949	0.173677254
637798950	-0.044969731
637798951	-0.005598803
637798952	0.122976649
637798953	0.238147775
637798954	-0.223476479
637798955	-0.009145833
637798956	0.080287882
637798957	-0.177101283
637798958	-0.002598509
637798959	-0.7791832
637798960	0.340405358
637798961	-0.009200488
637798962	-0.038856614
637798963	-0.01875161
637798964	-1.240353184
637798965	-0.461721631
637798966	-0.327674458
637798967	0.184515575
637798968	-0.089468139
637798969	0.13822462
637798970	0.131190313
637798971	0.051413157
637798972	-0.04369907
637798973	-0.109295727
637798974	0.184312981
637798975	-0.085959653
