Reporter Identifier	VALUE
637798406	0.00942742
637798407	0.028082897
637798408	0.220385582
637798409	0.211606485
637798410	-0.329091451
637798411	-0.258238879
637798412	-0.044924447
637798413	-0.128178673
637798414	0.404339501
637798415	-0.161625531
637798416	-0.097842115
637798417	-0.098749587
637798418	1.076469103
637798419	-0.283896507
637798420	0.097003433
637798421	-0.16332985
637798422	-0.056810295
637798423	-0.12979612
637798424	-0.456491097
637798425	0.060003291
637798426	0.103953331
637798427	-0.047806737
637798428	-0.107409591
637798429	-0.113814948
637798430	-0.082029024
637798431	0.137414406
637798432	0.093267605
637798433	0.169408348
637798434	-0.113679413
637798435	-0.091955456
637798436	0.060453862
637798437	-0.374378786
637798438	-0.619348017
637798439	0.001988353
637798440	-0.354897219
637798441	-0.106306431
637798442	0.056880048
637798443	0.099208142
637798444	-0.932228672
637798445	-0.268342555
637798446	-0.114243553
637798448	0.041680983
637798449	0.054294724
637798450	0.132114113
637798451	0.060776593
637798452	-0.306543381
637798453	-0.139951483
637798454	-0.38745205
637798455	-0.58337121
637798456	-0.251813696
637798457	-0.296841182
637798458	-0.131947688
637798459	-0.128716204
637798460	-0.246843642
637798461	-0.41644688
637798462	-0.154856475
637798463	-0.239189348
637798464	-0.10191295
637798465	-0.188576445
637798466	-0.095139861
637798467	-0.100393695
637798468	-0.266472328
637798469	-0.015375891
637798470	0.031472789
637798471	-0.055154916
637798472	-0.040574954
637798473	-0.02339285
637798474	0.017700681
637798475	-0.361731597
637798476	0.323371396
637798477	0.462536876
637798478	0.243708871
637798479	-0.233256198
637798480	-0.026473384
637798481	-0.028044552
637798482	-0.051632606
637798483	0.33573831
637798484	0.002099388
637798485	0.016391912
637798486	0.127054072
637798487	-0.096539557
637798488	0.14718571
637798489	0.163967074
637798490	0.073450264
637798491	-0.209686326
637798492	-0.489425326
637798493	-0.346396831
637798494	0.074735522
637798495	-0.024814361
637798496	0.070167749
637798497	-0.018048846
637798498	-0.258722218
637798499	-0.254326712
637798500	-0.044002922
637798501	-0.086290449
637798502	-0.620525144
637798503	-0.081511397
637798504	-0.254863302
637798505	-0.232402487
637798506	-0.909785903
637798507	-0.074816044
637798508	-0.042142331
637798509	-0.161643929
637798510	0.11519262
637798511	-0.116013604
637798512	0.058238633
637798513	-0.070838967
637798514	0.009317709
637798515	-0.377916584
637798516	0.023892193
637798517	-0.057658329
637798518	0.056787797
637798519	0.140827022
637798520	0.216226978
637798521	-0.057389857
637798522	0.096752944
637798523	0.092835048
637798524	0.147498413
637798525	0.190464973
637798526	-0.214838534
637798527	0.00360406
637798528	-0.143870093
637798529	0.036411041
637798530	0.04675208
637798531	-0.127130376
637798532	0.161384732
637798533	0.51850519
637798534	-0.148399016
637798535	0.085225535
637798536	-0.570060279
637798537	-0.048519893
637798538	-0.094582059
637798539	0.125436311
637798540	0.050773851
637798541	-0.020204101
637798542	-0.063363733
637798543	-0.087504173
637798544	-0.196299052
637798545	-0.24342655
637798546	0.066243824
637798547	-0.011572583
637798548	0.09044663
637798549	0.033864725
637798550	0.02549135
637798551	0.642901433
637798552	-0.109365955
637798553	-0.116555157
637798554	-0.022604423
637798555	0.154697875
637798556	0.270491788
637798557	0.202914756
637798558	-0.054581617
637798559	0.050000792
637798560	0.126048202
637798561	0.184141974
637798562	0.104323194
637798563	-0.519344578
637798564	0.120831953
637798565	0.187491391
637798566	-0.058780249
637798567	0.349385243
637798568	-0.280289498
637798569	-0.160560827
637798570	-0.276019656
637798571	-0.261385308
637798572	-0.113374081
637798573	0.273659594
637798574	-0.243017446
637798575	-0.17527377
637798576	0.031820577
637798577	0.348412368
637798578	0.229223349
637798579	0.23340106
637798580	0.121859681
637798581	-0.031141451
637798582	-0.2339512
637798583	0.059936964
637798584	-0.033677773
637798585	0.157900944
637798586	-0.21914333
637798587	-0.374947162
637798588	-0.043153717
637798589	-0.180013989
637798590	-0.114404819
637798591	0.111080621
637798592	0.07947768
637798593	0.121267773
637798594	0.052234058
637798595	0.043700391
637798596	-0.066030773
637798597	0.21888714
637798598	-0.133573195
637798599	-0.42541067
637798600	0.238989639
637798601	-0.61839262
637798602	0.182708521
637798603	-0.032300402
637798604	-0.445773202
637798605	-0.413860167
637798606	-0.474291143
637798607	-0.393195433
637798608	-0.370405176
637798609	0.529696449
637798610	0.097680323
637798611	-0.009451775
637798612	-0.088824436
637798613	0.12655409
637798614	-0.025614702
637798615	-0.1359779
637798616	-0.164037037
637798617	-0.194555316
637798618	0.03566456
637798619	-0.351955693
637798620	0.072881614
637798621	-0.705942394
637798622	0.109691879
637798623	0.122841465
637798624	-0.082744671
637798625	-0.158303188
637798626	-0.023191126
637798627	0.124047808
637798628	0.198052218
637798629	-0.113351262
637798630	-0.125908702
637798631	0.295195943
637798632	0.067682924
637798633	0.214913685
637798634	-0.101260455
637798635	-0.115695434
637798636	-0.186341456
637798637	0.219406725
637798638	0.22646949
637798639	-0.009727393
637798640	-0.161330321
637798641	-0.001412877
637798642	-0.677338174
637798643	-0.110504966
637798644	0.065813323
637798645	0.075782933
637798646	0.005296353
637798647	0.341134601
637798648	-0.082722614
637798649	-0.563744162
637798650	-1.057599131
637798651	-1.282606144
637798652	-0.069908289
637798653	0.082010808
637798654	0.098653414
637798655	-0.273541654
637798656	0.196663434
637798657	0.079327699
637798658	-0.181780319
637798659	-0.170631232
637798660	0.247535245
637798661	-0.1822207
637798662	-0.039989277
637798663	0.143527047
637798664	-0.099868685
637798665	-0.146312046
637798666	-0.115258612
637798667	0.107838676
637798668	0.042651584
637798669	-0.265865304
637798670	0.056680034
637798671	-0.009927122
637798672	0.024412947
637798673	-0.28659952
637798674	0.148744877
637798675	-0.699547095
637798676	0.422755464
637798677	0.339559865
637798678	0.165453104
637798679	0.109850234
637798680	-0.030795563
637798681	-0.081354171
637798682	-0.136071368
637798683	0.129134087
637798684	-0.563063751
637798685	-0.144985114
637798686	0.223120697
637798687	0.012011432
637798688	0.287031623
637798689	-0.094243266
637798690	0.363294749
637798691	-0.017420246
637798692	-0.067883125
637798693	-0.065465031
637798694	0.646681801
637798695	0.071331441
637798696	0.130559541
637798697	-0.15350865
637798698	0.039692054
637798699	-0.038330994
637798700	0.12668806
637798701	0.632205415
637798702	0.276877747
637798703	-0.16287417
637798704	0.058999297
637798705	0.118315869
637798706	-0.11152749
637798707	-0.118840168
637798708	-0.490220533
637798709	0.087994333
637798710	-1.291325308
637798711	-0.521827676
637798712	0.031949918
637798713	-0.23476868
637798714	-0.400674027
637798715	-0.325125799
637798716	-0.014834963
637798717	-0.054680015
637798718	-0.460000233
637798719	0.218034796
637798720	0.042854832
637798721	0.231785138
637798722	-0.506460319
637798723	-0.157287683
637798724	-0.101217784
637798725	-0.007888975
637798726	-0.033748082
637798727	0.000186178
637798728	0.035805575
637798729	0.056451974
637798730	-0.014563389
637798731	-0.015331044
637798732	0.345920673
637798733	0.327418693
637798734	0.212445992
637798735	0.135454734
637798736	0.627465374
637798737	0.403809608
637798738	0.576323508
637798739	0.562791685
637798740	0.591637612
637798741	0.242095102
637798742	0.291552362
637798743	0.311895415
637798744	0.155732131
637798745	0.12399546
637798746	0.082701648
637798747	-0.021135004
637798748	-0.144830921
637798749	-0.134310596
637798750	-0.184229244
637798751	0.0434825
637798752	0.108522241
637798753	0.057508285
637798754	-0.20788738
637798755	-0.022030931
637798756	-0.255847993
637798757	-0.064594378
637798758	0.020094108
637798759	-0.256458556
637798760	0.112939566
637798761	-0.321480267
637798762	-0.080515779
637798763	0.134113532
637798764	-0.004045349
637798765	-0.090428668
637798766	0.177041531
637798767	0.003895098
637798768	0.30306558
637798769	0.271134906
637798770	-0.011390069
637798771	-0.190891764
637798772	-0.097608146
637798773	-0.041107391
637798774	0.023280101
637798775	-0.755751556
637798776	-0.662541077
637798777	-0.473096318
637798778	-0.191549586
637798779	-0.099075368
637798780	0.157388269
637798781	-0.10695492
637798782	0.133692241
637798783	-0.34524582
637798784	-0.447112357
637798785	-0.111615424
637798786	-0.131003234
637798787	-0.478772085
637798788	-0.417449336
637798789	-0.968480082
637798790	-0.127336434
637798791	0.091131922
637798792	0.122053913
637798793	0.109723496
637798794	-0.072265583
637798795	-0.130235109
637798796	0.044763037
637798797	-0.781242636
637798798	0.076465272
637798799	0.133325834
637798800	-0.211991939
637798801	-0.083649813
637798802	0.22772369
637798803	-8.73E-05
637798804	-0.018968076
637798805	0.162616015
637798806	-0.083089806
637798807	-0.261423452
637798808	0.310759095
637798809	0.007668348
637798810	-0.250832174
637798811	0.098104103
637798812	0.109704944
637798813	-0.321233667
637798814	-0.087888595
637798815	-0.2149788
637798816	-0.243851851
637798817	0.336977519
637798818	0.087290998
637798819	-0.057630728
637798820	0.251989039
637798821	-0.2503083
637798822	-0.256841316
637798823	-0.236803378
637798824	-0.633806424
637798825	-0.090143948
637798826	-0.084900942
637798827	-0.541306392
637798828	-0.703598148
637798829	-0.306716676
637798830	-0.322491231
637798831	-0.09763298
637798832	0.084737422
637798833	0.233668236
637798834	-0.063795686
637798835	-0.322810525
637798836	-0.17782294
637798837	-0.040551266
637798838	0.117383009
637798839	-0.087710631
637798840	-0.140937213
637798841	0.08056745
637798842	0.226068136
637798843	-0.087277325
637798844	-0.013800211
637798845	0.259208264
637798846	-0.02176542
637798847	0.028225115
637798848	-0.070151629
637798849	-0.313168806
637798850	-0.339586773
637798851	-0.010908414
637798852	0.105753763
637798853	0.028130377
637798854	0.037524766
637798855	0.210564889
637798856	-0.11018468
637798857	0.237627571
637798858	-0.039714714
637798860	0.236415093
637798861	0.08260441
637798862	0.119011056
637798863	0.009881037
637798864	0.161176258
637798865	0.179416825
637798866	0.031986104
637798867	-0.063582308
637798868	-0.120160439
637798869	0.00789944
637798870	0.168633655
637798871	-0.02486725
637798872	-0.355725082
637798873	0.142509961
637798874	-0.031254804
637798875	-0.088687314
637798876	-0.035530833
637798877	-0.05986151
637798878	0.041125872
637798879	-0.068147835
637798880	-0.013192228
637798881	0.052036332
637798882	0.102329678
637798883	-0.237380961
637798884	-0.131273396
637798885	0.09066011
637798886	-0.009818219
637798887	-0.225038306
637798888	-0.262401729
637798889	-0.263053773
637798890	-0.178959286
637798891	0.419552866
637798892	0.593440413
637798893	0.319493455
637798894	-0.180970782
637798895	-0.059419037
637798896	-0.052682641
637798897	-0.259387922
637798898	-0.043556676
637798899	0.225642999
637798900	-0.359287177
637798901	-0.210743381
637798902	-0.39955985
637798903	0.139510658
637798904	0.043879279
637798905	-0.190870438
637798906	-0.748756923
637798907	-0.00687256
637798908	-0.142534397
637798909	0.018438814
637798910	0.154634482
637798911	0.120879086
637798912	0.304914735
637798913	0.100413581
637798914	0.030518341
637798915	0.249317785
637798916	-0.159887726
637798917	0.273056643
637798918	-0.032729347
637798919	0.024613952
637798920	0.044861876
637798921	-0.07392983
637798922	-0.126407345
637798923	-0.21131053
637798924	0.051262699
637798926	-0.05208525
637798927	0.018672365
637798928	0.434877492
637798929	0.151841916
637798930	-0.250823568
637798931	0.079201191
637798932	-0.245027722
637798933	0.194773512
637798934	0.174336278
637798935	-0.785196985
637798936	-0.269134513
637798937	-0.197458437
637798938	-0.227363063
637798939	-0.139228234
637798940	-0.074176032
637798941	-0.055751637
637798942	-0.221479242
637798943	-0.270893213
637798944	0.470264072
637798945	0.178817004
637798946	-0.023182756
637798947	-0.051712594
637798948	-0.228370141
637798949	0.166620631
637798950	0.056132759
637798951	-0.079541874
637798952	0.270866962
637798953	0.108333766
637798954	-0.0899121
637798955	0.01071981
637798956	-0.005241953
637798957	-0.142979002
637798958	0.071209879
637798959	-0.588476243
637798960	0.699992533
637798961	0.042953592
637798962	0.534463778
637798963	-0.099535199
637798964	-0.989436102
637798965	0.03885312
637798966	-0.1433419
637798967	0.034127459
637798968	-0.163755198
637798969	0.046291244
637798970	0.010684818
637798971	-0.152554178
637798972	-0.066202729
637798973	-0.026566307
637798974	0.116113668
637798975	-0.04497037
637798976	-0.299772376
637798977	-0.245530631
637798978	0.040415705
637798979	-0.292755012
637798980	-0.383550031
637798981	-0.82494662
637798982	0.129057583
637798983	-0.238453773
637798984	0.160002802
637798985	-0.214187107
637798986	-0.052848354
637798987	0.195452874
637798988	0.028492577
637798989	-0.359378066
637798990	0.024475762
637798991	0.519766005
637798992	0.174478114
637798993	-0.168484582
637798994	0.056517325
637798998	-0.02251862
637798999	0.151579859
637799000	-0.269635663
637799001	0.069515712
637799002	0.191288058
637799003	-0.144236077
637799004	-0.052143494
637799005	-0.014167342
637799006	-0.4959943
637799007	-0.031216169
637799008	-0.303238494
637799009	0.470743758
637799010	-1.182183638
637799011	0.056287915
637799012	-0.035364932
637799013	-0.077493583
637799014	0.282228424
637799015	0.019379475
637799016	0.064769366
637799017	0.04487098
637799018	-0.161028437
637799019	-0.041092704
637799020	0.326018079
637799021	0.010906164
637799022	0.143526188
637799023	0.469759895
637799024	0.135036268
637799025	0.191013581
637799026	0.277155143
637799027	0.264742459
637799028	-0.060246457
637799029	-0.083232841
637799030	-0.13150955
637799031	-0.014237377
637799032	0.105649664
637799033	-0.0654095
637799035	-0.080876625
637799036	0.109232979
637799037	-0.092491062
637799038	0.034932552
637799039	0.131821259
637799040	0.075123615
637799041	0.355407171
637799042	-0.116178935
637799043	0.540861013
637799044	0.505675165
637799045	0.055392704
637799046	0.122980966
637799047	0.297620611
637799048	-0.002945691
637799049	0.006502847
637799050	-0.10485976
637799051	0.234204349
637799052	-0.020618521
637799053	-0.114698797
637799054	-0.123122771
637799055	0.084868652
637799056	-0.449805201
637799057	0.001728368
637799058	0.023002571
637799059	-0.400324434
637799060	-0.759534272
637799061	0.115774632
637799062	-0.171390665
637799063	0.017201361
637799064	0.467958526
637799065	-0.057821593
637799066	-0.001285925
637799067	-0.097420791
637799068	-0.057026646
637799069	-0.305530844
637799070	0.173368081
637799071	-0.078937673
637799072	0.090283937
637799073	0.149110062
637799074	-0.524232986
637799075	-0.069425278
637799076	0.004699804
637799077	0.056613715
637799078	-0.046311941
637799079	-0.462284944
637799080	-0.838076019
637799081	0.0315297
637799082	-0.076372332
637799083	-0.066710487
637799084	-0.191672716
637799085	0.115323274
637799086	0.063185877
637799087	0.052403027
637799088	0.015346884
637799089	-0.319455255
637799090	0.258421464
637799091	-0.066766238
637799092	-0.697885728
637799093	0.360595879
637799094	0.041262064
637799095	0.047243258
637799096	-0.15403507
637799097	-0.393606493
637799098	-0.370067294
637799099	-0.232936568
637799100	-0.161027081
637799101	0.146906142
637799102	-0.073171839
637799103	0.016710947
637799104	0.153674694
637799105	0.244645666
637799106	-0.011307393
637799107	-0.178044677
637799108	0.332749145
637799109	0.226706121
637799110	0.224014305
637799111	-0.283433736
637799112	-0.104817762
637799113	-0.308538063
637799114	-0.045559725
637799115	-0.686667597
637799116	-0.484317776
637799117	-0.399290277
637799118	-0.207082201
637799119	-0.101201725
637799121	0.10990014
637799122	-0.411478533
637799123	0.123814846
637799124	0.427963245
637799125	-0.300770859
637799126	-0.154383337
637799127	-0.097792896
637799128	-0.158225796
637799129	0.347027892
637799130	-0.118368474
637799131	-0.197765754
637799132	-0.008898495
637799133	-0.056915184
637799134	0.063840067
637799135	-0.019620834
637799136	-0.299787685
637799137	0.089415471
637799138	0.060842441
637799139	0.174313474
637799140	-0.130419862
637799141	-0.10106844
637799142	-0.124922446
637799143	-0.013204854
637799144	-0.046259408
637799146	-0.139756323
637799147	-0.089621143
637799148	-0.279385161
637799149	-0.313672597
637799150	-0.224464139
637799151	-0.065578903
637799152	-0.133894449
637799153	-0.035188041
637799154	-0.080080122
637799155	0.035655397
637799157	-0.165793694
637799158	-0.277239448
637799159	-0.001045329
637799160	-0.314794459
637799161	-0.013580758
637799162	-0.308034883
637799163	-0.124685956
637799164	-0.184861735
637799165	-0.113863847
637799166	-0.050322147
637799167	0.043659064
637799168	-0.131065605
637799169	0.045473076
637799170	-0.141715173
637799171	-0.418338261
637799172	-0.205456915
637799173	-0.161993027
637799174	-0.228975373
637799175	-0.379907417
637799176	-0.489140083
637799177	-0.468332939
637799178	-0.02314893
637799179	-0.128490355
637799180	0.027893978
637799181	-0.145221836
637799182	-0.004091776
637799184	-0.690151915
637799185	-0.692711131
637799186	-0.563016542
637799187	0.025106349
637799188	0.234342618
637799189	0.283524001
637799190	-0.052065906
637799191	0.092825677
637799192	0.284963523
637799193	0.014640243
637799194	0.002955618
637799195	-0.08109159
637799196	-0.168263834
637799197	-0.475226426
637799198	-0.162183558
637799199	0.377064685
637799200	-0.161339631
637799201	-0.088582717
637799202	0.501196029
637799203	-0.181128519
637799204	-0.086966109
637799205	0.011660357
637799206	0.136483104
637799207	-0.044579483
637799208	0.077833622
637799209	-0.11079795
637799210	-0.052441631
637799211	0.140115513
637799212	-0.020335857
637799213	-0.845781706
637799214	0.119693843
637799215	0.163547266
637799216	0.447378237
637799217	0.058964068
637799218	0.116286337
637799220	-0.077490617
637799221	0.029592301
637799222	0.025779066
637799223	0.121460959
637799224	-0.376707212
637799225	0.036080143
637799226	-0.033859013
637799227	0.154235752
637799228	0.200354421
637799229	-0.204507852
637799230	-0.125866337
637799231	0.321558954
637799232	0.290239471
637799233	0.105527605
637799234	-0.044848466
637799235	0.342296545
637799236	0.2752143
637799237	0.015580824
637799238	0.195579695
637799239	-0.013751661
637799240	-0.059390181
637799241	0.054017581
637799242	0.083752723
637799243	0.159900423
637799244	-0.115862266
637799245	-0.076977528
637799246	0.28013362
637799247	0.17546745
637799248	0.049607118
637799249	-0.017154781
637799250	-2.849712825
637799251	0.170798249
637799252	-0.016426861
637799253	-0.033839892
637799254	-0.041541545
637799255	-0.05675556
637799256	-0.206570878
637799257	-0.037334702
637799258	0.14445359
637799259	-0.068897409
637799260	-0.271645116
637799261	-0.022800247
637799262	0.125966275
637799263	-0.052992624
637799264	0.07119251
637799265	0.160548035
637799266	0.417360893
637799267	0.090632871
637799268	0.372830902
637799270	0.141716235
637799271	-0.329240681
637799272	-0.301740402
