Reporter Identifier	VALUE
637798406	0.105297623
637798407	0.099949526
637798408	0.28030622
637798409	0.356628571
637798410	-0.34464307
637798411	-0.082448823
637798412	0.21011571
637798413	-0.283664448
637798414	0.513305955
637798415	-0.087783264
637798416	-0.110799427
637798417	0.006911679
637798418	1.11348287
637798419	-0.230082343
637798420	0.137218567
637798421	-0.150761145
637798422	-0.018038646
637798423	0.124962545
637798424	-0.771892601
637798425	0.046430084
637798426	0.113464829
637798427	0.030075729
637798428	-0.15877543
637798429	-0.199458447
637798430	-0.031736911
637798431	-0.070081881
637798432	-0.045190956
637798433	-0.363954411
637798434	-0.066204481
637798435	-0.057555013
637798436	0.20077001
637798437	-0.486449213
637798438	-0.675211564
637798439	-0.002412978
637798440	-0.355949206
637798441	-0.089112878
637798442	0.163698088
637798443	-0.028803433
637798444	-0.920275103
637798445	-0.319560064
637798446	-0.24970718
637798448	0.522870675
637798449	0.281051829
637798450	0.331766733
637798451	-0.041005919
637798452	-0.321855163
637798453	-0.110331687
637798454	-0.499947034
637798455	-0.555613099
637798456	-0.149625585
637798457	-0.120100418
637798458	-0.18934544
637798459	-0.369992586
637798460	-0.199229574
637798461	-0.442076816
637798462	-0.176112363
637798463	-0.235363546
637798464	0.05338376
637798465	-0.269003371
637798466	-0.097050614
637798467	-0.006485037
637798468	-0.116788145
637798469	0.071272974
637798470	0.024426296
637798471	-0.165056582
637798472	0.068232332
637798473	0.085179746
637798474	0.164295792
637798475	-0.407944219
637798476	0.246029645
637798477	0.26306599
637798478	0.34631
637798479	-0.341356092
637798480	-0.172518781
637798481	0.07675993
637798482	-0.072056401
637798483	0.215455318
637798484	0.16175223
637798485	0.111253583
637798486	0.033139918
637798487	-0.004517573
637798488	0.209051266
637798489	0.187828422
637798490	0.014078494
637798491	-0.282966146
637798492	-0.426356053
637798493	-0.265858756
637798494	0.066996812
637798495	0.064459195
637798496	0.062943896
637798497	0.032790646
637798498	-0.132967842
637798499	0.177803801
637798500	-0.046397494
637798501	0.056455076
637798502	-0.701087154
637798503	-0.061525678
637798504	-0.004757486
637798505	-0.230531313
637798506	-0.90507962
637798507	0.283159835
637798508	-0.052593462
637798509	-0.188250127
637798510	0.087869067
637798511	0.098540102
637798512	0.193012927
637798513	-0.038373721
637798514	-0.077779287
637798515	-0.280601252
637798516	0.012873115
637798517	0.113594458
637798518	0.145533096
637798519	-0.005014988
637798520	0.41178343
637798521	-0.009985519
637798522	-0.066603005
637798523	-0.124260269
637798524	0.217437918
637798525	0.168358201
637798526	0.169817067
637798527	-0.168708221
637798528	-0.263686451
637798529	-0.014065088
637798530	0.074363177
637798531	-0.156270151
637798532	0.009312219
637798533	0.271225964
637798534	-0.298238888
637798535	-0.243084981
637798536	-0.491453912
637798537	-0.152673236
637798538	-0.1664836
637798539	0.130685
637798540	-0.000171911
637798541	-0.064198022
637798542	0.059016893
637798543	0.097071522
637798544	-0.077229455
637798545	-0.186313474
637798546	0.227981988
637798547	-0.048915777
637798548	0.20769281
637798549	-0.037318094
637798550	0.130242139
637798551	-0.090647938
637798552	-0.157010528
637798553	-0.093947017
637798554	-0.049704407
637798555	0.305710456
637798556	0.137433943
637798557	0.127210678
637798558	0.022794083
637798559	0.074321312
637798560	-0.006908537
637798561	0.36813031
637798562	0.03273987
637798563	-0.574366323
637798564	0.208092429
637798565	0.038429201
637798566	0.122532784
637798567	0.773027538
637798568	-0.263917957
637798569	-0.159004287
637798570	-0.270945956
637798571	-0.115508659
637798572	0.066061345
637798573	0.76110183
637798574	-0.076194005
637798575	-0.195359583
637798576	0.041507923
637798577	0.123421213
637798578	0.303304479
637798579	0.431496771
637798580	0.255962845
637798581	0.12797796
637798582	-0.221471621
637798583	-0.095126778
637798584	0.150734501
637798585	0.138654511
637798586	-0.294024939
637798587	-0.522530673
637798588	-0.31882927
637798589	-0.034784142
637798590	-0.018510204
637798591	0.038589379
637798592	0.053942258
637798593	0.032537288
637798594	0.012909912
637798595	0.131658081
637798596	-0.078439583
637798597	0.198911142
637798598	-0.017375677
637798599	-0.161207419
637798600	0.253056278
637798601	-0.442742181
637798602	0.208660672
637798603	-0.161746982
637798604	-0.36496068
637798605	-0.08390399
637798606	-0.53868801
637798607	-0.398094279
637798608	-0.255155574
637798609	0.681370367
637798610	0.142058517
637798611	0.091988291
637798612	0.078934478
637798613	0.095708247
637798614	0.252739986
637798615	-0.350483362
637798616	-0.144078669
637798617	-0.181895749
637798618	-0.010302599
637798619	-0.191127534
637798620	0.062536501
637798621	-0.708548063
637798622	0.082860862
637798623	0.036180061
637798624	0.150062515
637798625	-0.067082817
637798626	0.002085867
637798627	0.30430222
637798628	0.308635026
637798629	-0.118461616
637798630	0.070466565
637798631	0.713449689
637798632	-0.1164853
637798633	0.17482078
637798634	-0.287658436
