Reporter Identifier	VALUE
637798406	0.172905415
637798407	0.139612892
637798408	0.080587767
637798409	-0.683694208
637798410	0.270324484
637798411	-0.246996258
637798412	0.01751917
637798413	-0.270641343
637798414	-0.196352497
637798415	-0.031753381
637798416	-0.973127971
637798417	-0.37120079
637798418	-0.317192943
637798419	-0.101559936
637798420	0.071173225
637798421	-0.188041507
637798422	0.010856847
637798423	-0.224319225
637798424	0.394230791
637798425	0.137431908
637798426	-0.274484831
637798427	-0.250221121
637798428	-0.519133313
637798429	0.021298237
637798430	0.180858428
637798431	0.029898492
637798432	0.044602175
637798433	0.424359248
637798434	-0.019988317
637798435	-0.001699993
637798436	-0.115271274
637798437	0.599438282
637798438	0.21468341
637798439	-0.011045985
637798440	0.294486199
637798441	-0.042622764
637798442	-0.31990342
637798443	-0.351197177
637798444	1.238428183
637798445	0.189270115
637798446	-0.237813676
637798448	-0.969431988
637798449	0.051137174
637798450	-0.021234785
637798451	0.109448931
637798452	-0.310231059
637798453	-0.105258596
637798454	-0.159377045
637798455	-0.509175959
637798456	-0.17946727
637798457	-0.001613128
637798458	0.088796171
637798459	-0.057871796
637798460	0.004990667
637798461	0.078270421
637798462	0.034939258
637798463	-0.047823945
637798464	0.117297522
637798465	0.021285012
637798466	0.086658568
637798467	0.1123268
637798468	-0.061843275
637798469	0.156489142
637798470	-0.093880151
637798471	-0.058594214
637798472	-0.043809267
637798473	0.015279581
637798474	-0.215976522
637798475	0.384721078
637798476	0.084808435
637798477	-0.169997166
637798478	-0.039222574
637798479	-0.203924219
637798480	0.1507718
637798481	-0.009449793
637798482	-0.09059082
637798483	-0.200261155
637798484	-0.142247064
637798485	-0.01061963
637798486	-0.109553243
637798487	-0.319936661
637798488	-0.322029589
637798489	-0.076249782
637798490	-0.084824729
637798491	0.255904674
637798492	0.438473197
637798493	0.162096976
637798494	0.074159798
637798495	0.124381971
637798496	-0.178500299
637798497	-0.033423346
637798498	-0.654367157
637798499	-0.1877375
637798500	-0.017696412
637798501	-0.658308449
637798502	-0.202559963
637798503	-0.020268485
637798504	-0.172762708
637798505	-0.238831113
637798506	0.222461571
637798507	-0.226676575
637798508	0.111977676
637798509	-0.204259706
637798510	0.019938453
637798511	-0.117490474
637798512	0.073379492
637798513	-0.111501542
637798514	0.058546985
637798515	0.020519214
637798516	0.347442201
637798517	0.107428851
637798518	-0.075396391
637798519	0.109882803
637798520	-0.523883831
637798521	-0.011707348
637798522	0.041324281
637798523	-0.020456437
637798524	-0.149845283
637798525	-0.049410658
637798526	-0.187251638
637798527	0.004191961
637798528	0.053904041
637798529	-0.007773926
637798530	0.28159651
637798531	0.037170399
637798532	-0.095269119
637798533	-0.180898296
637798534	-0.169510997
637798535	-0.016942554
637798536	0.070007982
637798537	0.037096845
637798538	-0.075241055
637798539	0.223015214
637798540	0.081830691
637798541	-0.002629991
637798542	-0.08306285
637798543	-0.192646049
637798544	-0.668992065
637798545	-0.240788847
637798546	-0.163824798
637798547	-0.136896362
637798548	-0.016502154
637798549	-0.208285513
637798550	-0.127034215
637798551	0.273975008
637798552	-0.111019691
637798553	-0.149487111
637798554	0.2819771
637798555	-0.039425119
637798556	-0.26409451
637798557	-0.107540947
637798558	-0.160214346
637798559	0.009497734
637798560	0.066747273
637798561	0.206327987
637798562	-0.532945418
637798563	-0.275938282
637798564	-0.096847581
637798565	0.062300732
637798566	0.317233028
637798567	-0.28950088
637798568	-0.062044046
637798569	-0.051093987
637798570	-0.080459386
637798571	0.066478355
637798572	0.224155907
637798573	-0.128724278
637798574	-0.341361436
637798575	0.390229578
637798576	-0.045549616
637798577	-0.100042287
637798578	-0.027408129
637798579	-0.116786516
637798580	-0.061965723
637798581	-0.036486802
637798582	-0.11308077
637798583	-0.161549428
637798584	0.082317822
637798585	-0.139387445
637798586	0.361948583
637798587	0.281490283
637798588	-0.191927916
637798589	-0.003390282
637798590	-0.031866091
637798591	0.064991256
637798592	0.096892062
637798593	-0.017785932
637798594	-0.170924295
637798595	-0.121871585
637798596	-0.215509319
637798597	-0.06317687
637798598	-0.071498928
637798599	-0.54429747
637798600	-0.066236331
637798601	0.236043697
637798602	0.131708767
637798603	-0.048508239
637798604	0.316791656
637798605	-0.129521181
637798606	0.196963304
637798607	0.181150322
637798608	0.415763603
637798609	0.291666825
637798610	0.288580247
637798611	0.0111886
637798612	0.147657509
637798613	0.088197988
637798614	0.031176992
637798615	-0.276939848
637798616	-0.013139718
637798617	-0.180903309
637798618	-0.061851769
637798619	0.248880055
637798620	-0.227322185
637798621	-0.154222804
637798622	0.004505046
637798623	-0.296174379
637798624	-0.256303906
637798625	-0.273623258
637798626	-0.154442577
637798627	0.011824014
637798628	0.006752329
637798629	-0.052402904
637798630	-0.183971719
637798631	-0.364499752
637798632	-0.104602283
637798633	0.120795026
637798634	-0.338161641
637798635	-0.204104005
637798636	-0.003659686
637798637	0.179833785
637798638	0.058940499
637798639	-0.09394495
637798640	0.044057529
637798641	-0.316598517
637798642	-0.887434635
637798643	-0.115705152
637798644	0.062065844
637798645	-0.077461222
637798646	-0.562734091
637798647	0.16261587
637798648	-0.139159883
637798649	-0.035302146
637798650	0.488369702
637798651	0.47124209
637798652	-0.413090653
637798653	-0.115505134
637798654	-0.164442398
637798655	-0.554604789
637798656	-0.12098898
637798657	0.055394865
637798658	-0.005523897
637798659	-0.319949507
637798660	0.01085017
637798661	0.327392737
637798662	0.170784526
637798663	-0.001993022
637798664	-0.312533118
637798665	-0.923664656
637798666	0.29334415
637798667	0.044534416
637798668	-0.123753095
637798669	-0.206025528
637798670	-0.021292115
637798671	-0.228718101
637798672	-0.184739661
637798673	0.018102747
637798674	-0.15192166
637798675	-0.653783876
637798676	-0.185959934
637798677	0.02407462
637798678	-0.059322911
637798679	0.053876589
637798680	-0.022815003
637798681	-0.11233843
637798682	-0.149143374
637798683	0.054217417
637798684	0.412872541
637798685	0.436699335
637798686	0.038931675
637798687	-0.184667945
637798688	-0.069325138
637798689	0.106170087
637798690	0.025944669
637798691	-0.74318351
637798692	-0.108945481
637798693	-0.012752004
637798694	-0.150962002
637798695	-0.0763382
637798696	0.088778027
637798697	0.247937001
637798698	0.11689124
637798699	-0.274414522
637798700	-0.210571226
637798701	-0.417074556
637798702	0.008770877
637798703	-0.36176789
637798704	0.048940111
637798705	-0.350124967
637798706	-0.137698445
637798707	-0.043452344
637798708	0.505571603
637798709	0.092530569
637798710	0.664749418
637798711	0.339842698
637798712	0.088570913
637798713	0.003298377
637798714	-0.216558888
637798715	-0.505814671
637798716	0.111221601
637798717	0.04606334
637798718	0.291945502
637798719	-0.147630847
637798720	-0.014009449
637798721	-0.09999424
637798722	0.158355622
637798723	-0.204256534
637798724	-0.433534536
637798725	0.035491836
637798726	-0.002814514
637798727	-0.250154853
637798728	-0.018498368
637798729	-0.307660125
637798730	-0.146355579
637798731	0.13592957
637798732	-0.229674454
637798733	-0.03085007
637798734	0.243382106
637798735	0.057406215
637798736	-0.461217632
637798737	-0.129385486
637798738	-0.089487432
637798739	0.118702836
637798740	0.169286027
637798741	-0.227009397
637798742	-0.096359441
637798743	-0.038574762
637798744	0.010622867
637798745	-0.051872172
637798746	0.146126423
637798747	-0.030723697
637798748	0.200746107
637798749	-0.371990614
637798750	-0.80267756
637798751	0.142891843
637798752	-0.002278543
637798753	-0.326972143
637798754	0.285246713
637798755	0.155074522
637798756	-0.496332239
637798757	-0.404275364
637798758	0.046012494
637798759	-0.272361378
637798760	0.193402903
637798761	-0.032748879
637798762	0.030976927
637798763	-0.111483921
637798764	-0.092884824
637798765	-0.203306513
637798766	-0.095690914
637798767	-0.908901399
637798768	-0.181881744
637798769	-0.01549429
637798770	-0.097332608
637798771	-0.278281094
637798772	-0.0401498
637798773	-0.249827929
637798774	0.087952128
637798775	0.628286892
637798776	0.493834415
637798777	0.433706781
637798778	-0.127075375
637798779	-0.051985498
637798780	-0.030893663
637798781	-0.12431323
637798782	-0.303266282
637798783	-0.859816042
637798784	-0.175956985
637798785	-0.394515658
637798786	-0.072555155
637798787	-0.60806197
637798788	-0.195501359
637798789	0.103506347
637798790	0.137091222
637798791	-0.086893584
637798792	0.140720875
637798793	0.001813635
637798794	-0.414905773
637798795	-0.224201699
637798796	0.070471989
637798797	0.173535579
637798798	0.050568117
637798799	-0.052553303
637798800	0.250076035
637798801	-0.12229001
637798802	-0.062115884
637798803	-0.00330935
637798804	-0.365758745
637798805	-0.439464292
637798806	-0.058764659
637798807	0.101393223
637798808	0.017203198
637798809	-0.350097227
637798810	-0.242070859
637798811	-0.030994399
637798812	-0.127028419
637798813	-0.784138526
637798814	-0.016378674
637798815	-0.094323498
637798816	0.083876117
637798817	-0.056696234
637798818	0.107529369
637798819	-0.189409763
637798820	-0.040916882
637798821	-0.313114572
637798822	-0.47268434
637798823	-0.4018943
637798824	-1.402144404
637798825	-0.605837847
637798826	0.130495121
637798827	-0.197201814
637798828	0.19810075
637798829	0.232160706
637798830	0.018400344
637798831	-0.221870608
637798832	-0.174482193
637798833	-0.061785565
637798834	0.065824395
637798835	-1.595209717
637798836	-0.203484226
637798837	-0.04281293
637798838	0.07407114
637798839	-0.131893618
637798840	-0.173471831
637798841	-0.096053272
637798842	-0.026738545
637798843	0.034816084
637798844	0.049309097
637798845	-0.288827939
637798846	-0.018667777
637798847	-0.095096385
637798848	-0.558540325
637798849	-0.032523089
637798850	-0.177943348
637798851	0.118818858
637798852	0.037573855
637798853	0.23444591
637798854	0.104984959
637798855	-0.244321616
637798856	-0.790882156
637798857	0.073118183
637798858	-0.081860444
637798860	-0.062196719
637798861	-0.009209749
637798862	0.056389102
637798863	-0.31796279
637798864	0.01653922
637798865	0.134086204
637798866	-0.255414312
637798867	-0.004092485
637798868	-0.243055457
637798869	-0.026600574
637798870	0.028566922
637798871	-0.419546421
637798872	-1.758023899
637798873	-0.689307904
637798874	0.054005217
637798875	0.008948403
637798876	-0.504223047
637798877	-0.021231748
637798878	-0.336312779
637798879	-0.051169732
637798880	-0.424167019
637798881	-0.359142484
637798882	0.083313834
637798883	0.281338325
637798884	-0.115640524
637798885	0.084344866
637798886	-0.042593179
637798887	-0.179273731
637798888	-0.117707238
637798889	-0.77589977
637798890	-0.790572066
637798891	-0.090210783
637798892	-0.129837763
637798893	-0.188158137
637798894	-0.412488943
637798895	0.391979664
637798896	-0.068358841
637798897	0.127417282
637798898	-0.036421826
637798899	-0.075981193
637798900	0.404433843
637798901	-0.076333652
637798902	-0.523909225
637798903	0.057013433
637798904	-0.07677544
637798905	0.325633481
637798906	0.554524849
637798907	0.159533647
637798908	0.185326814
637798909	0.146087007
637798910	-0.038162184
637798911	0.033313922
637798912	-0.815790466
637798913	-0.237069304
637798914	-0.425392179
637798915	-0.096314653
637798916	-0.389764572
637798917	-0.069878323
637798918	-0.227751097
637798919	-0.401823911
637798920	-0.010710847
637798921	-0.356861575
637798922	-0.009318814
637798923	-0.281090403
637798924	-0.071237549
637798926	-0.144781853
637798927	-0.013514727
637798928	-0.109084664
637798929	0.002422281
637798930	0.233105638
637798931	-0.181053689
637798932	-0.455481049
637798933	-0.03061615
637798934	-0.325767201
637798935	0.259358433
637798936	0.041809576
637798937	0.298256973
637798938	-0.016851305
637798939	0.010044767
637798940	0.072162556
637798941	0.014457244
637798942	-0.177444803
637798943	-0.510235719
637798944	0.010768051
637798945	0.159733985
637798946	-0.058331586
637798947	0.087533528
637798948	-0.302008108
637798949	-0.147064507
637798950	0.023116507
637798951	0.162879402
637798952	-0.2698297
637798953	-0.055476945
637798954	0.007382357
637798955	0.003815786
637798956	-0.274635946
637798957	-0.302937557
637798958	0.001856871
637798959	-0.649685878
637798960	0.016274433
637798961	-0.160844801
637798962	-0.037886122
637798963	-0.096767303
637798964	0.400489545
637798965	0.02060582
637798966	-0.285707846
637798967	-0.122708271
637798968	-0.183460185
637798969	0.085209918
637798970	-0.008611433
637798971	0.020437686
637798972	-0.204520116
637798973	-0.180560481
637798974	-0.051674368
637798975	0.153277979
637798976	-0.738098096
637798977	-0.677563689
637798978	-0.164268672
637798979	0.253247529
637798980	0.23702435
637798981	0.32864265
637798982	-0.002104177
637798983	-0.298785707
637798984	0.163307138
637798985	-0.515865226
637798986	-0.867297499
637798987	-0.159457816
637798988	0.075301585
637798989	0.413638952
637798990	0.015786919
637798991	0.185692782
637798992	-0.181837319
637798993	-0.352950593
637798994	-0.018136272
637798998	-0.232664254
637798999	-0.021338761
637799000	-0.094524379
637799001	0.358891602
637799002	0.53111185
637799003	-0.002636977
637799004	-0.209584929
637799005	-0.070704492
637799006	-0.686284655
637799007	0.070074332
637799008	-0.426341472
637799009	-1.017663135
637799010	0.67837946
637799011	-0.055912063
637799012	-0.164139138
637799013	-0.524617587
637799014	-0.645615875
637799015	-0.547839309
637799016	0.08191787
637799017	-0.075025458
637799018	-0.102039309
637799019	-0.151605799
637799020	-0.063946723
637799021	-0.199698244
637799022	0.020126204
637799023	-0.141443588
637799024	-0.100654326
637799025	0.180665102
637799026	-0.024795254
637799027	0.08970045
637799028	-0.023399924
637799029	-0.046041109
637799030	-0.156920292
637799031	0.047337512
637799032	0.12486049
637799033	-0.001564401
637799035	-0.183624893
637799036	0.055326106
637799037	-0.06655202
637799038	-0.092253581
637799039	0.028252315
637799040	-0.155126553
637799041	0.159215731
637799042	-0.476368217
637799043	0.361335733
637799044	0.485315182
637799045	0.059331858
637799046	0.309882243
637799047	0.310090391
637799048	0.122218319
637799049	0.072575087
637799050	-0.019586029
637799051	0.068970156
637799052	0.190067424
637799053	-0.019106664
637799054	0.054967266
637799055	-0.102910921
637799056	0.337992826
637799057	-0.162909611
637799058	-0.124401127
637799059	0.730823547
637799060	0.645776934
637799061	0.02489415
637799062	-0.193719293
637799063	0.140044808
637799064	0.396400208
637799065	-0.306095942
637799066	-0.230633511
637799067	-0.030911947
637799068	-0.119621256
637799069	-0.466152497
637799070	-0.307966623
637799071	-0.352345443
637799072	0.211116221
637799073	0.101595827
637799074	0.145311289
637799075	0.143629968
637799076	-0.100815896
637799077	-0.030860626
637799078	0.108555418
637799079	-0.85533734
637799080	-0.132226533
637799081	-0.050616974
637799082	0.192714589
637799083	0.106476268
637799084	0.282444682
637799085	0.017837109
637799086	-0.403182221
637799087	0.070410141
637799088	-0.250863835
637799089	0.224419599
637799090	-0.050679956
637799091	-0.264759097
637799092	-0.029806683
637799093	0.114031006
637799094	-0.166676034
637799095	0.004589736
637799096	-0.21375385
637799097	0.405508731
637799098	0.084692375
637799099	0.228803116
637799100	-0.112529653
637799101	-0.017836844
637799102	-0.548854917
637799103	-0.095631678
637799104	0.048958013
637799105	0.065417106
637799106	-0.109625226
637799107	-0.19978448
637799108	-0.099141784
637799109	0.227783911
637799110	0.097714804
637799111	-0.727453235
637799112	-0.073242888
637799113	-0.248290271
637799114	-0.110686102
637799115	0.580177337
637799116	0.68400552
637799117	0.446948042
637799118	-0.338564293
637799119	-0.070149456
637799121	-0.088554182
637799122	-0.559601079
637799123	0.294159908
637799124	-0.146878992
637799125	-0.206198421
637799126	-0.196775596
637799127	-0.372427176
637799128	-0.93351937
637799129	-0.041881618
637799130	0.009908426
637799131	-0.351144568
637799132	-0.064047204
637799133	0.000328771
637799134	0.011171005
637799135	0.178855631
637799136	-0.182491065
637799137	0.107957511
637799138	-0.157235817
637799139	0.021015767
637799140	0.123316051
637799141	-0.193869663
637799142	0.038650931
637799143	0.082171855
637799144	0.049039001
637799146	-0.033802125
637799147	-0.077928128
637799148	0.040777456
637799149	0.239299184
637799150	0.29478051
637799151	0.112693495
637799152	0.197309873
637799153	-0.045475172
637799154	0.03365661
637799155	0.002978457
637799157	0.380147886
637799158	-0.174938095
637799159	0.0780648
637799160	-0.183827986
637799161	0.053628073
637799162	0.117590173
637799163	0.277289074
637799164	0.194784629
637799165	0.176859727
637799166	0.130708417
637799167	0.186895049
637799168	-0.041214334
637799169	-0.051832085
637799170	0.299704036
637799171	0.062670405
637799172	0.181596895
637799173	0.168702033
637799174	-0.000216752
637799175	0.080448404
637799176	-0.018599709
637799177	-0.203628038
