Reporter Identifier	VALUE
637798406	-0.121305637
637798407	-0.12505248
637798408	0.19271019
637798409	0.569014622
637798410	-0.250843865
637798411	0.166881393
637798412	0.105123568
637798413	-0.145940669
637798414	0.030153704
637798415	0.34399152
637798416	-0.207764267
637798417	-0.554464403
637798418	-0.445346586
637798419	-0.246438398
637798420	-0.0074931
637798421	0.187649791
637798422	0.012526469
637798423	-0.177872943
637798424	-0.676050565
637798425	0.031218177
637798426	0.050733701
637798427	0.173005362
637798428	0.285111581
637798429	0.295750253
637798430	0.221589425
637798431	0.189508062
637798432	0.052433639
637798433	0.483013046
637798434	-0.204637533
637798435	-0.174492781
637798436	0.053702234
637798437	-0.14996068
637798438	-0.419159893
637798439	0.059576417
637798440	-0.061725125
637798441	0.027682786
637798442	-0.132645233
637798443	-0.054048086
637798444	-0.736721133
637798445	-0.333472799
637798446	-0.088561588
637798448	-0.72325306
637798449	0.074974068
637798450	0.146907547
637798451	-0.143167411
637798452	-0.049578934
637798453	-0.127744001
637798454	-0.595335323
637798455	-0.611672927
637798456	-0.107762162
637798457	0.088079402
637798458	0.030880021
637798459	0.154206209
637798460	-0.022378841
637798461	-0.012200202
637798462	0.020241401
637798463	-0.051548836
637798464	-0.153790302
637798465	-0.111802304
637798466	-0.040459708
637798467	-0.054696741
637798468	-0.047600667
637798469	-0.269989774
637798470	-0.107268117
637798471	0.028533475
637798472	0.061681038
637798473	0.321244978
637798474	0.249321793
637798475	-0.481503395
637798476	0.016503774
637798477	0.146376199
637798478	0.042791095
637798479	-0.145917324
637798480	0.405265185
637798481	0.157421417
637798482	-0.032574148
637798483	0.005234496
637798484	-0.122574657
637798485	-0.034811098
637798486	0.143921338
637798487	-0.342057193
637798488	0.115362762
637798489	0.119148193
637798490	-0.077325023
637798491	-0.300730677
637798492	-0.377033655
637798493	-0.146051986
637798494	-0.131098356
637798495	0.357718128
637798496	0.035515189
637798497	0.021385104
637798498	-0.131748896
637798499	0.280556522
637798500	0.095211972
637798501	-0.505687263
637798502	-0.06751112
637798503	-0.116970735
637798504	-0.191226806
637798505	-0.445067251
637798506	-0.933989102
637798507	0.101254842
