Reporter Identifier	VALUE
637798406	-0.271208126
637798407	-0.221373177
637798408	0.014964123
637798409	0.023903943
637798410	-0.353948375
637798411	-0.28577154
637798412	-0.018712803
637798413	0.105928589
637798414	0.020261679
637798415	-0.312195662
637798416	-0.165511126
637798417	-0.538236048
637798418	-0.150798294
637798419	-0.075428531
637798420	-0.069707801
637798421	-0.098882553
637798422	-0.220021379
637798423	-0.066664621
637798424	-0.319590198
637798425	-0.139283387
637798426	-0.090479271
637798427	0.078563108
637798428	0.134199259
637798429	0.093956808
637798430	0.106375756
637798431	0.326139526
637798432	-0.030135515
637798433	0.477724988
637798434	0.029151879
637798435	0.177665549
637798436	0.073365253
637798437	-0.295060543
637798438	-0.339529926
637798439	-0.102709536
637798440	-0.171257552
637798441	0.121644044
637798442	-0.001212326
637798443	-0.065245305
637798444	-0.838453549
637798445	-0.155745697
637798446	0.16568357
637798448	-0.057894625
637798449	-0.065660902
637798450	0.017731077
637798451	0.066619465
637798452	-0.142499877
637798453	-0.101807327
637798454	0.077520282
637798455	0.077520282
637798456	-0.051880068
637798457	0.180295299
637798458	0.394853457
637798459	0.322963993
637798460	0.02916318
637798461	0.153270745
637798462	-0.06410222
637798463	0.062848669
637798464	0.033950466
637798465	0.198555553
637798466	-0.200470997
637798467	-0.102353885
637798468	-0.005167159
637798469	-0.027931992
637798470	0.117073461
637798471	-0.053033663
637798472	-0.123254192
637798473	0.15072562
637798474	-0.035484423
637798475	-0.349232324
637798476	0.226697892
637798477	0.225938042
637798478	-0.048120099
637798479	0.20847072
637798480	0.050048276
637798481	0.011300187
637798482	-0.040257906
637798483	-0.007257173
637798484	-0.244280958
637798485	-0.156264971
637798486	0.075810298
637798487	-0.341939345
637798488	-0.061342837
637798489	0.241720469
637798490	0.082422183
637798491	-0.242680376
637798492	-0.553944056
637798493	-0.077253083
637798494	0.097168095
637798495	-0.108565516
637798496	-0.011381938
637798497	-0.013809973
637798498	-0.165586784
637798499	-0.13967155
637798500	0.016119567
637798501	-0.270296273
637798502	-0.310598295
637798503	-0.061392802
637798504	-0.197036868
637798505	0.270488231
637798506	-0.704731021
637798507	-0.413193565
637798508	-0.026449402
637798509	-0.046553317
637798510	0.067537057
637798511	-0.039754913
637798512	-0.034803533
637798513	0.166837796
637798514	0.202225729
637798515	-0.247378339
637798516	-0.113548476
637798517	-0.263221462
637798518	-0.079779531
637798519	0.159434517
637798520	-0.206769668
637798521	-0.174287052
637798522	0.098818264
637798523	0.34328972
637798524	-0.236590435
637798525	-0.144080026
637798526	-0.336450951
637798527	0.05057001
637798528	-0.031467015
637798529	-0.170700034
637798530	0.109907979
637798531	0.124132891
637798532	0.015793644
637798533	-0.187072177
637798534	0.198871655
637798535	0.085147396
637798536	-0.382699018
637798537	-0.085653402
637798538	0.357952815
637798539	-0.002582374
637798540	0.032530012
637798541	-0.09896513
637798542	-0.078764237
637798543	0.049282592
637798544	-0.157141547
637798545	-0.429139398
637798546	-0.273254749
637798547	0.048825337
637798548	0.039220216
637798549	-0.052764741
637798550	0.076351876
637798551	0.265684809
637798552	0.068000161
637798553	-0.111859485
637798554	-0.030197944
637798555	-0.056859242
637798556	-0.019038519
637798557	0.051291451
637798558	-0.211273219
637798559	-0.4379167
637798560	-0.018900168
637798561	-0.103237864
637798562	0.231404493
637798563	-0.508174559
637798564	-0.262758072
637798565	-0.014290422
637798566	-0.259544319
637798567	-0.045495407
637798568	-0.010536695
637798569	-0.202889843
637798570	-0.463000088
637798571	-0.217020978
637798572	-0.281960756
637798573	0.206306016
637798574	-0.142231261
637798575	-0.276641988
637798576	-0.272786554
637798577	0.031699248
637798578	0.041203423
637798579	-0.038870508
637798580	0.062226983
637798581	-0.173462314
637798582	-0.240895686
637798583	0.046160984
637798584	-0.045320848
637798585	0.150588934
637798586	-0.00063324
637798587	0.084440667
637798588	-0.041742891
637798589	-0.234842412
637798590	0.001972011
637798591	0.195589606
637798592	0.268825987
637798593	-0.218623299
637798594	-0.019967251
637798595	-0.087634919
637798596	-0.008090702
637798597	0.077584657
637798598	-0.128338954
637798599	-0.277423141
637798600	-0.029818696
637798601	-0.154901318
637798602	0.019054126
637798603	0.0676828
637798604	-0.370018054
637798605	-0.198488554
637798606	-0.215550099
637798607	-0.160724393
637798608	-0.072929477
637798609	-0.088864416
637798610	0.046939039
637798611	-0.092135545
637798612	-0.025999333
637798613	0.122111089
637798614	-0.129932146
637798615	0.177033844
637798616	0.175862903
637798617	-0.090105434
637798618	-0.148605792
637798619	-0.039693041
637798620	-0.038897384
637798621	-0.625343005
637798622	-0.037244282
637798623	-0.026684602
637798624	0.021647281
637798625	-0.303381155
637798626	-0.101426158
637798627	0.027815978
637798628	-0.122001565
637798629	0.039018445
637798630	-0.296806489
637798631	-0.057684262
637798632	0.12424545
637798633	0.001982274
