Reporter Identifier	VALUE
637798406	-0.134272508
637798407	-0.209960603
637798408	-0.097582312
637798409	-0.464356462
637798410	0.297734678
637798411	-0.164144489
637798412	0.241458347
637798413	-0.051168705
637798414	-0.611761573
637798415	0.068866554
637798416	-0.8575075
637798417	-0.211223505
637798418	-0.499991746
637798419	0.005766192
637798420	-0.049119902
637798421	-0.00086619
637798422	-0.092184036
637798423	-0.413589206
637798424	0.405011178
637798425	0.08267894
637798426	0.069569273
637798427	0.272019168
637798428	0.212870531
637798429	0.133853443
637798430	0.211113897
637798431	0.129599834
637798432	-0.08704678
637798433	0.23771776
637798434	-0.113329809
637798435	-0.134611519
637798436	-0.11095415
637798437	0.280415588
637798438	-0.018328424
637798439	-0.054468744
637798440	0.318430155
637798441	0.026812662
637798442	-0.142946582
637798443	-0.082299343
637798444	0.956376886
637798445	0.11517551
637798446	0.36382537
637798448	-1.716100101
637798449	-0.02362617
637798450	-0.122003333
637798451	0.075712881
637798452	-0.35586932
637798453	-0.162503034
637798454	-0.417643032
637798455	-0.927813747
637798456	-0.132600499
637798457	0.132718594
637798458	0.055356734
637798459	0.215479178
637798460	-0.05785865
637798461	-0.110991581
637798462	0.25012579
637798463	0.015842977
637798464	0.118350062
637798465	-0.149804065
637798466	-0.016566589
637798467	0.062358344
637798468	0.004647763
637798469	-0.044523431
637798470	-0.08394579
637798471	0.317433407
637798472	0.026669071
637798473	-0.005279141
637798474	-0.050496481
637798475	0.161916841
637798476	0.065974561
637798477	-0.17108708
637798478	0.011474536
637798479	-0.172351485
637798480	0.100159556
637798481	-0.087248912
637798482	-0.14359931
637798483	-0.087612688
637798484	-0.02621149
637798485	0.125653957
637798486	-0.109856055
637798487	-0.32037599
637798488	-0.391523939
637798489	-0.147638129
637798490	-0.148554362
637798491	-0.00620075
637798492	0.122297575
637798493	-0.043420102
637798494	0.028365213
637798495	-0.006739663
637798496	-0.112913191
637798497	-0.16420778
637798498	-0.327870599
637798499	-0.006825448
637798500	-0.035740943
637798501	0.105385572
637798502	0.440821474
637798503	0.100043897
637798504	-0.478733959
637798505	-0.223121456
637798506	0.43844993
637798507	-0.307836239
637798508	0.128128998
637798509	-0.102930654
637798510	0.226924228
637798511	0.025679062
637798512	0.169085351
637798513	-0.021617265
637798514	0.136709278
637798515	0.10264271
637798516	0.459161124
637798517	0.036572908
637798518	-0.072498351
637798519	0.052839632
637798520	-0.521691892
637798521	0.122636929
637798522	0.083004602
637798523	0.235336001
637798524	-0.342475544
637798525	-0.165022815
637798526	-0.533795196
637798527	-0.005374168
637798528	0.19238586
637798529	0.035253442
637798530	0.109061608
637798531	-0.163603774
637798532	-0.394724269
637798533	-0.228817255
637798534	0.083693976
637798535	0.13864788
637798536	0.20038348
637798537	0.068013116
637798538	-0.205033893
637798539	0.117100002
637798540	0.081551774
637798541	-0.047852655
637798542	-0.195295241
637798543	-0.264569518
637798544	0.385478741
637798545	0.013096705
637798546	-0.020176993
637798547	-0.345618539
637798548	-0.127029738
637798549	-0.058533387
637798550	0.018583048
637798551	0.194124926
637798552	-0.114551776
637798553	-0.278716117
637798554	0.12292552
637798555	-0.16005962
637798556	-0.338563035
637798557	0.146469709
637798558	-0.092082948
637798559	0.065738975
637798560	0.044382346
637798561	0.222750765
637798562	-0.230560622
637798563	0.686649109
637798564	-0.2867995
637798565	0.108766128
637798566	0.101222221
637798567	-0.470816938
637798568	0.104875109
637798569	0.064823705
637798570	-0.275600728
637798571	-0.000921365
637798572	0.166445835
637798573	-0.18225992
637798574	0.116578066
637798575	-0.208216128
637798576	-0.024263358
637798577	-0.129197087
637798578	-0.129465887
637798579	-0.074192847
637798580	-0.072238673
637798581	-0.141821783
637798582	-0.085991905
637798583	-0.007018982
637798584	0.054635959
637798585	-0.123493041
637798586	0.357155398
637798587	0.18134034
637798588	-0.135093329
637798589	-0.048679044
637798590	-0.13567685
637798591	0.076539192
637798592	-0.008077331
637798593	-0.012460036
637798594	0.209491999
637798595	-0.245597585
637798596	-0.044191947
637798597	-0.370645348
637798598	0.064730205
637798599	-0.138835823
637798600	-0.108816336
637798601	-0.15181265
637798602	0.233233042
637798603	-0.130001938
637798604	0.732804781
637798605	0.553900218
637798606	0.860397208
637798607	0.419184978
637798608	0.848097064
637798609	0.12687073
637798610	0.156372097
637798611	0.199915965
637798612	0.059041217
637798613	0.243101491
637798614	0.104700293
637798615	-0.34460669
637798616	-0.180083245
637798617	-0.090177739
637798618	0.077276042
637798619	0.07672487
637798620	-0.057559994
637798621	0.057074875
637798622	0.000655909
637798623	-0.38883555
637798624	-0.163280241
637798625	-0.23522987
637798626	-0.225884211
637798627	-0.030354614
637798628	-0.097843036
637798629	-0.00776974
637798630	-0.252723029
637798631	-0.383200385
637798632	-0.219386164
637798633	0.076366217
637798634	-0.280185752
637798635	-0.048874479
637798636	0.308351913
637798637	0.059279661
637798638	-0.12483093
637798639	-0.25132577
637798640	0.08584042
637798641	0.146497707
637798642	0.135609748
637798643	-0.028465017
637798644	0.114830398
637798645	0.181065705
637798646	0.034130162
637798647	0.119609614
637798648	-0.17238128
